order_item_id,order_id,product_id,quantity,price_per_unit
332,17688,204,4,328.66
333,16258,2108,4,626.38
334,10185,9805,2,944.33
335,12503,8906,1,359.55
336,5601,3470,4,430.32
337,1901,7516,1,159.12
338,5230,5848,3,758.83
339,19294,9950,3,153.87
340,3382,8062,2,484.96
341,15517,5676,4,56.7
342,4719,14,1,651.77
343,11781,7582,1,507.04
344,8024,4175,3,470.43
345,13261,8163,2,742.32
346,15161,6451,4,205.23
347,8694,7464,3,756.97
348,4112,3005,3,345.92
349,16931,4024,5,36.76
350,7607,1593,2,408.02
351,1178,8964,4,523.67
352,13375,5505,2,860.56
353,7530,7469,4,824.5
354,13202,5653,3,169.98
355,13621,9080,5,965.12
356,18336,5124,2,164.05
357,752,7609,4,273.46
358,9507,4566,5,437.59
359,6569,8490,5,883.69
360,2830,7098,1,573.86
361,16009,2867,2,144.98
362,15887,5750,1,998.85
363,15604,473,4,696.58
364,3401,9425,3,209.23
365,7922,7210,4,73.3
366,9627,6841,4,789.24
367,6646,8933,3,802.55
368,8063,2177,3,813.28
369,10133,9473,3,338.85
370,3673,866,5,121.77
371,1913,3576,2,980.78
372,2199,7266,3,909.08
373,12566,5987,1,443.97
374,13473,7206,5,754.4
375,10897,1510,4,902.57
376,15812,9959,4,348.28
377,9398,3306,3,546.44
378,6334,1543,2,694.6
379,9243,2528,2,627.58
380,10368,1046,2,203.32
381,13388,8879,3,532.4
382,16154,1515,5,156.22
383,10561,4438,2,981.29
384,15458,1642,2,800.11
385,2571,865,3,392.69
386,11877,6674,1,218.87
387,16499,2518,1,334.19
388,10911,1330,3,760.85
389,17256,5693,1,635.64
390,8539,1662,4,968.31
391,437,9201,3,320.47
392,19708,2648,1,936.81
393,17599,793,1,131.86
394,19068,4720,3,893.78
395,17825,4726,5,396.93
396,13162,9803,2,952.55
397,1350,8183,5,167.64
398,11515,6451,2,205.23
399,17183,6881,5,653.51
400,5687,3577,5,743.1
401,10749,9078,1,522.81
402,868,5050,4,144.02
403,1951,887,1,297.54
404,7685,7925,5,62.06
405,18664,3919,4,583.07
406,18414,6212,3,543.52
407,7696,9862,5,697.02
408,19811,5252,3,488.92
409,1176,8264,1,294.1
410,7492,4965,4,999.54
411,16473,2871,3,683.32
412,11356,9237,3,250.93
413,15351,3709,3,413.67
414,7255,7741,5,263.35
415,13057,4036,4,178.25
416,16902,8563,3,453.58
417,3978,5639,5,911.06
418,432,1942,1,846.73
419,6296,987,4,893.53
420,17426,4414,3,218.39
421,7834,2170,4,394.22
422,1306,4150,2,923.08
423,14119,636,5,880.85
424,9629,91,2,214.57
425,5794,1246,5,764.75
426,9604,9423,1,521.34
427,9273,6575,3,941.95
428,9981,4094,2,357.34
429,16640,9075,5,553.78
430,17639,7848,5,725.02
431,9928,9242,3,293.29
432,13930,5594,4,720.62
433,14042,5889,4,765.13
434,11603,5063,2,280.63
435,18070,9522,3,875.95
436,9257,7877,1,911.38
437,916,7251,5,480.35
438,3835,6238,5,32.09
439,12467,5475,4,829.26
440,17804,3335,5,798.63
441,2844,2762,5,112.81
442,18952,499,5,382.75
443,16879,9184,5,450.07
444,9791,9611,2,574.99
445,15787,4835,5,54.68
446,12491,1165,2,360.22
447,10985,9746,1,799.39
448,17871,6557,5,235.66
449,5260,7990,4,951.23
450,14416,1707,4,51.11
451,2922,862,5,491.69
452,6186,1061,2,199.48
453,1407,360,4,177.25
454,14376,6644,2,142.37
455,11222,3866,5,837.94
456,15681,6688,2,411.75
457,15525,6989,3,329.06
458,16425,4954,4,702.88
459,16787,3547,1,53.07
460,12894,2288,4,359.53
461,12878,2563,5,232.6
462,8328,7886,2,250.18
463,649,1466,2,883.0
464,4022,5737,1,421.49
465,18415,4200,4,114.85
466,533,8993,5,37.18
467,13733,3621,3,156.62
468,7306,5955,4,660.43
469,9139,433,4,303.57
470,3627,8776,1,444.61
471,11278,2178,4,961.36
472,8063,7132,5,353.83
473,16361,5293,3,391.93
474,13994,2619,2,615.87
475,12640,1147,4,595.46
476,12317,3040,4,958.01
477,5321,8314,4,20.79
478,16960,7282,5,667.17
479,17173,2736,3,179.33
480,8553,7920,5,783.56
481,14281,8888,4,735.92
482,4800,94,3,905.42
483,520,5427,2,675.02
484,2573,4238,1,437.2
485,13910,1338,4,766.25
486,1863,6728,4,999.53
487,1833,364,2,834.96
488,13892,5048,3,869.65
489,19533,277,1,919.84
490,7004,2470,2,927.04
491,11859,3610,4,182.26
492,14850,9062,5,919.44
493,12569,2004,2,589.55
494,12303,5832,5,302.17
495,10295,1970,3,600.71
496,14565,3859,3,458.31
497,14496,5451,4,431.25
498,19881,5486,4,825.76
499,10121,7320,3,731.05
500,18195,2750,1,110.92
501,716,7178,3,631.62
502,7676,5994,5,493.07
503,11216,9385,2,683.23
504,11398,4415,2,594.65
505,17859,9908,2,277.84
506,9194,3926,3,689.86
507,15835,3029,3,564.22
508,13396,1823,2,417.25
509,10424,1412,4,161.92
510,11120,4642,3,41.46
511,3584,5726,1,69.75
512,7840,4162,1,622.17
513,3182,163,4,613.09
514,18284,9795,5,504.75
515,17011,3639,3,320.41
516,10545,3565,4,356.3
517,3276,7704,2,347.25
518,4119,9701,5,156.16
519,11423,3542,2,409.02
520,19255,4379,3,678.79
521,8335,9762,1,811.01
522,19603,1930,5,266.15
523,12836,924,3,851.13
524,4039,2069,3,571.5
525,11447,4785,1,364.29
526,14311,5232,5,861.87
527,8861,1800,4,737.18
528,12032,9376,5,310.19
529,52,230,2,929.16
530,9558,2611,3,575.61
531,16196,6791,2,598.2
532,8909,5157,2,138.56
533,4404,4895,5,472.17
534,2833,5238,5,243.28
535,16291,5060,5,659.69
536,15299,156,2,107.79
537,2244,5153,1,360.9
538,5886,8259,4,511.39
539,246,439,2,560.95
540,15526,699,4,175.92
541,811,7345,4,413.51
542,1294,6873,3,26.12
543,7732,1444,5,677.8
544,7087,7940,3,616.12
545,5791,4711,2,846.76
546,2182,7303,3,160.23
547,5003,7821,2,351.0
548,4785,4069,5,589.85
549,233,8798,4,111.81
550,674,6299,4,192.35
551,7963,1167,3,351.29
552,15082,7258,1,967.37
553,11783,7428,5,983.35
554,4222,9526,2,263.05
555,14209,7210,3,73.3
556,15223,4522,1,915.72
557,11232,6046,5,577.53
558,16382,4046,3,187.27
559,8679,1410,2,482.03
560,19847,6018,1,772.78
561,1244,6051,5,939.77
562,3353,5663,1,399.38
563,6832,1999,2,611.15
564,8235,9864,2,702.13
565,5779,5151,4,356.05
566,14565,1166,2,104.79
567,7601,8379,1,520.07
568,9488,5420,4,323.65
569,13205,7546,2,153.42
570,10170,1407,5,229.97
571,2952,4414,2,218.39
572,4173,9257,1,914.65
573,9318,7718,4,323.85
574,9098,2781,4,512.07
575,5010,6991,3,946.86
576,8988,5364,2,820.85
577,2651,2361,3,686.68
578,2086,3442,4,695.44
579,4125,5793,3,980.95
580,14591,4965,4,999.54
581,15788,5824,5,110.42
582,5068,1921,3,441.71
583,13352,8312,3,662.34
584,11386,1350,3,844.98
585,4113,5196,2,584.77
586,3825,6452,3,173.33
587,18619,1587,4,921.64
588,16380,8742,4,708.74
589,14052,6530,1,72.44
590,18837,68,4,809.0
591,9021,8187,3,273.63
592,11498,1627,5,532.47
593,18080,5510,2,305.61
594,13336,1579,2,863.44
595,12040,2018,3,98.29
596,19851,3774,4,705.6
597,13840,689,3,975.27
598,19671,7357,5,141.74
599,14941,1682,2,323.31
600,14791,6747,1,844.82
601,18739,9518,2,623.78
602,1378,7745,4,631.51
603,16291,5972,1,11.7
604,10184,5301,4,918.35
605,9546,5876,1,914.32
606,9050,9,1,676.7
607,1309,4129,1,615.12
608,16864,120,1,657.15
609,6306,434,4,575.42
610,8167,7082,1,787.75
611,145,9422,4,459.76
612,13902,2160,1,31.74
613,7965,417,5,506.72
614,1185,5866,2,373.57
615,7332,9743,5,876.5
616,8247,6939,5,417.67
617,1023,9856,2,914.67
618,8367,3232,3,806.62
619,17990,9534,4,490.32
620,19218,6745,4,520.71
621,8179,9378,1,812.48
622,14568,5901,4,392.53
623,15642,487,3,266.48
624,2844,6512,2,14.35
625,6502,6512,3,14.35
626,949,1908,4,746.36
627,6985,574,3,519.64
628,15014,412,1,866.82
629,18533,5782,3,357.05
630,6675,6389,5,575.4
631,13087,8967,4,36.46
632,6971,9878,5,267.55
633,2824,7650,1,801.06
634,8216,461,4,42.89
635,6992,8404,1,511.51
636,4584,4385,1,339.16
637,8777,7593,2,857.34
638,16447,5459,4,10.91
639,11140,1252,5,637.97
640,3478,2346,5,100.51
641,18984,1961,1,463.62
642,11636,6774,1,677.95
643,6188,8828,3,743.7
644,8903,7222,2,990.96
645,9460,659,5,367.08
646,17695,5410,2,296.93
647,19594,3684,1,758.85
648,6539,1642,5,800.11
649,2491,6169,1,869.11
650,10477,9552,1,768.06
651,728,3063,2,673.53
652,10813,2598,3,751.45
653,4128,5816,3,190.24
654,5228,2652,1,67.63
655,8922,5603,2,623.95
656,10882,1459,4,82.33
657,1664,9467,2,669.15
658,9653,8413,1,782.56
659,5086,5407,3,430.52
660,9449,7359,1,933.01
661,19741,7079,2,472.27
662,253,5441,2,499.64
663,16283,6309,5,376.9
664,11723,2751,3,473.49
665,3018,7702,3,652.73
666,1658,6079,5,571.98
667,9375,9068,5,122.1
668,9048,3953,1,218.7
669,12788,1698,5,284.83
670,14770,4849,5,658.6
671,16246,2460,3,589.58
672,3562,6874,1,68.57
673,2137,6413,3,152.94
674,7487,6859,1,938.16
675,13004,2562,5,63.36
676,3177,2225,1,916.78
677,17213,9667,2,468.52
678,11496,4463,4,989.07
679,5872,933,3,568.88
680,14900,593,2,226.76
681,18083,6943,5,390.77
682,19853,1370,3,232.9
683,15909,7213,1,387.28
684,7114,466,5,856.8
685,5953,2260,1,868.34
686,17963,4270,2,171.45
687,16871,161,2,616.04
688,14284,447,3,938.93
689,14138,8366,3,240.73
690,11777,66,4,922.56
691,9392,635,5,620.92
692,2142,6155,3,228.33
693,10768,9726,3,969.68
694,6616,6403,4,782.44
695,1161,6315,1,782.14
696,12868,3767,4,876.28
697,19725,6637,5,377.43
698,18322,4343,3,926.83
699,1087,4701,5,462.49
700,4951,1274,3,669.24
701,11487,5945,5,340.85
702,11274,4340,3,488.58
703,5449,955,2,796.52
704,11480,6587,4,342.54
705,8988,7708,5,26.09
706,19341,7587,4,818.1
707,332,7998,1,199.14
708,2050,1940,3,401.23
709,11009,5519,2,51.84
710,4662,7856,4,325.89
711,14039,9728,4,556.01
712,1179,2036,4,351.47
713,3941,9447,4,439.19
714,8630,3976,1,254.87
715,16538,746,3,53.96
716,7550,5953,2,845.29
717,5746,8331,2,218.14
718,15605,4478,5,783.92
719,19917,3721,4,390.99
720,426,745,1,530.18
721,13097,3348,3,228.17
722,18843,4395,1,782.54
723,16843,5057,5,994.61
724,7400,3713,3,862.95
725,17973,4663,5,920.39
726,13530,5120,4,246.29
727,9471,9942,3,970.17
728,1252,1624,3,680.22
729,11790,6911,4,326.41
730,168,4311,5,495.42
731,9869,1095,2,352.16
732,3988,8041,2,457.44
733,5650,1336,4,960.55
734,8014,6765,1,540.92
735,1344,2932,3,220.56
736,17897,7609,1,273.46
737,6963,6511,2,610.77
738,1130,3757,5,632.78
739,7988,1423,5,79.65
740,321,1489,4,665.95
741,3685,2823,5,139.1
742,693,2377,3,458.21
743,2617,4984,1,796.42
744,561,5905,2,841.25
745,14384,3532,3,746.3
746,8303,5284,4,763.01
747,15245,5026,4,854.63
748,16994,2460,3,589.58
749,12910,1435,4,955.26
750,4947,4418,2,208.01
751,13888,804,5,122.7
752,10955,3685,4,888.31
753,346,1171,3,75.85
754,10763,2538,4,467.0
755,13175,3574,5,355.43
756,4412,4626,1,273.64
757,17126,5926,3,230.28
758,5358,5525,5,29.35
759,8590,1014,4,90.12
760,15572,5354,3,215.21
761,3866,3423,3,437.62
762,16810,6410,2,399.66
763,2101,8169,3,889.82
764,18802,9477,4,540.84
765,14226,6259,4,945.0
766,6792,5075,5,509.54
767,2255,1067,3,954.28
768,5400,5817,2,645.7
769,13183,5452,4,442.03
770,11488,2462,4,375.74
771,14468,1179,2,951.39
772,451,7573,5,890.36
773,16049,2252,5,148.13
774,12849,4714,5,871.05
775,3570,6265,2,897.87
776,257,3501,2,224.88
777,16542,6018,3,772.78
778,6787,7507,4,387.03
779,17472,8527,4,440.67
780,6331,2763,5,767.54
781,13179,8450,2,478.04
782,13794,2919,1,182.28
783,1352,4403,1,955.81
784,9464,8030,1,807.86
785,18384,2862,2,303.28
786,1478,7090,1,561.97
787,18287,8060,4,271.64
788,4431,3510,5,720.7
789,6691,7366,1,609.96
790,18861,1534,2,666.72
791,10075,9525,5,680.7
792,19395,8447,2,365.37
793,9046,4818,3,544.45
794,195,462,3,399.89
795,12629,7455,3,996.08
796,8519,5088,3,641.23
797,910,5949,4,553.25
798,16594,1138,1,471.14
799,256,725,4,842.85
800,9583,4182,2,713.87
801,15614,5570,3,305.44
802,12975,4000,5,796.39
803,8995,1441,4,574.66
804,3522,133,3,734.01
805,11395,1836,3,22.63
806,12951,4345,3,540.53
807,16752,6026,1,352.13
808,18691,4905,1,456.96
809,12572,5789,1,643.56
810,9559,2137,4,521.9
811,949,7254,3,887.08
812,12152,5146,2,236.46
813,10446,8292,4,721.77
814,14461,1679,4,673.21
815,1087,7522,3,147.55
816,12360,9101,3,70.49
817,3183,4000,1,796.39
818,12353,8519,1,931.2
819,11774,4300,1,770.11
820,19508,3963,5,921.74
821,627,6170,1,548.18
822,9623,9189,5,247.27
823,18725,4959,2,746.34
824,19357,573,1,920.71
825,12306,9125,5,664.71
826,14652,8639,2,506.89
827,6237,7734,3,74.54
828,3175,9143,2,529.99
829,6613,2711,3,275.07
830,12266,9731,5,429.8
831,18112,8049,5,472.22
832,13446,1470,5,162.49
833,10283,6402,4,702.1
834,4607,6466,2,492.75
835,1864,3490,5,319.98
836,8707,5638,2,523.98
837,19805,1500,3,842.45
838,12497,8952,4,22.66
839,2544,2797,2,987.16
840,7119,4359,5,124.24
841,622,6601,3,748.32
842,6199,7354,2,133.08
843,15784,2006,3,365.29
844,18490,9183,1,65.7
845,10641,4247,3,745.85
846,2069,3000,3,116.53
847,11746,5669,4,454.23
848,5279,5373,2,865.1
849,12383,3030,2,77.71
850,18535,5419,3,386.81
851,15904,5388,3,19.84
852,17954,4439,4,971.13
853,17100,9150,5,255.0
854,14238,8929,5,290.66
855,8410,1737,1,886.5
856,1400,4089,4,763.35
857,9395,3989,3,637.16
858,12343,1525,2,648.92
859,3649,5181,3,439.91
860,16698,8474,4,889.96
861,9110,3167,1,48.41
862,1682,3948,1,686.12
863,780,2484,5,343.17
864,11958,7191,1,953.98
865,14369,9390,2,271.85
866,3231,5781,1,272.42
867,4842,1663,5,988.63
868,10781,6626,1,896.59
869,13107,4507,5,123.62
870,11291,9292,5,336.77
871,7020,1178,2,660.8
872,9392,2964,2,390.4
873,3165,2551,2,669.18
874,5072,7271,4,749.35
875,6693,153,2,366.45
876,11159,3356,3,296.41
877,6476,8723,1,458.44
878,354,808,4,262.9
879,7851,649,1,163.63
880,7854,206,3,860.14
881,4648,2022,5,825.98
882,3128,7825,1,553.13
883,3705,9378,1,812.48
884,12649,2123,2,697.49
885,1374,4690,2,571.99
886,7530,2234,4,635.41
887,6808,6203,1,798.18
888,18625,2369,2,122.11
889,9750,3447,1,349.52
890,6994,3996,5,913.49
891,874,9409,3,550.97
892,16695,6398,1,726.58
893,17450,7929,5,580.88
894,1956,5840,3,90.97
895,14267,5287,5,600.89
896,7920,4544,4,490.13
897,4512,6188,1,53.47
898,13445,7579,5,708.08
899,8120,1408,4,214.36
900,8259,2441,1,863.1
901,1159,6482,4,231.29
902,14826,2162,3,937.7
903,4199,445,3,179.67
904,11453,3539,2,882.25
905,18999,8931,5,269.75
906,11425,5275,1,156.52
907,19957,1428,5,173.24
908,6826,1503,3,603.17
909,14672,5089,4,304.34
910,1582,1913,2,615.54
911,1795,2746,5,301.28
912,17153,4634,5,821.18
913,4485,2357,3,182.59
914,11403,7206,1,754.4
915,12513,4459,4,531.05
916,7006,7291,1,169.16
917,19367,9173,4,875.39
918,3520,5282,2,946.63
919,17736,1143,2,382.43
920,14493,8926,5,696.6
921,13561,2482,2,581.8
922,17067,5838,4,172.55
923,11728,391,1,807.24
924,2418,7865,3,300.02
925,8666,68,5,809.0
926,261,6616,2,61.97
927,5318,4874,4,320.21
928,11970,9268,2,983.38
929,11543,6423,1,690.72
930,18867,6843,3,112.56
931,17252,2412,5,509.36
932,3833,2084,5,258.83
933,3677,875,5,949.38
934,8538,8752,3,357.42
935,18488,3241,1,227.95
936,2841,4431,2,36.26
937,17007,3872,1,298.21
938,18056,1332,3,87.04
939,6906,1151,1,952.23
940,17002,6814,5,353.25
941,16762,8810,2,557.66
942,3256,2512,2,321.56
943,14639,5361,4,343.19
944,2824,7614,3,194.71
945,16147,1083,3,306.75
946,13936,7849,2,647.05
947,13162,9390,3,271.85
948,18700,4194,1,970.98
949,14339,5610,3,344.18
950,8068,2206,4,618.3
951,4930,1887,1,799.59
952,17740,7647,2,395.8
953,752,7070,3,151.15
954,12256,9877,2,238.49
955,9679,9021,4,991.47
956,2115,2100,4,486.9
957,3738,5587,2,684.78
958,13103,1715,4,884.47
959,17209,5474,1,33.61
960,1633,1185,1,118.33
961,6661,7404,2,982.02
962,3929,9048,5,856.2
963,4623,5361,5,343.19
964,6057,7105,1,982.0
965,1512,4090,1,33.7
966,2563,719,3,313.0
967,1590,2684,1,935.61
968,16527,7309,2,18.02
969,17649,2220,4,529.72
970,10236,3149,4,710.29
971,18198,2855,2,562.28
972,11448,8711,1,433.88
973,8243,489,4,651.68
974,17033,3317,5,626.37
975,19775,6665,5,342.97
976,6116,8798,5,111.81
977,6723,1424,5,134.2
978,8822,6509,4,13.65
979,3423,2350,2,181.1
980,11661,1784,1,570.33
981,11841,9343,4,112.0
982,10735,964,3,831.27
983,3519,3980,3,790.47
984,13040,562,3,76.12
985,13556,9712,2,719.25
986,4847,8410,3,208.52
987,6516,1474,5,206.3
988,7934,6876,1,170.26
989,1335,4806,2,704.95
990,2532,4927,5,527.03
991,1198,6766,3,97.13
992,13175,8124,2,760.36
993,2337,2791,5,778.46
994,11629,1383,5,285.67
995,6363,407,1,322.52
996,5289,5621,2,714.19
997,10468,5637,2,721.42
998,13111,1947,1,676.65
999,18789,3519,2,861.96
1000,13273,1192,1,678.37
1001,120,919,2,195.84
1002,3517,8944,2,566.85
1003,18475,6582,2,707.58
1004,13435,9375,5,704.73
1005,2228,9872,2,539.63
1006,5681,8136,3,906.53
1007,16566,2722,3,865.71
