order_id,user_id,order_date,status,total_amount
86,3883,2024-04-03 00:16:41.514519,cancelled,2542.36
87,8205,2024-07-11 15:58:27.419180,confirmed,2332.92
88,3192,2024-05-24 05:15:50.831747,cancelled,1959.94
89,9697,2024-10-03 02:19:37.256500,delivered,4511.9
90,5025,2023-11-21 21:22:28.751449,pending,7642.94
91,8511,2024-08-06 13:51:23.047508,shipped,4306.95
92,5207,2023-12-01 11:54:07.107042,shipped,10997.96
93,2032,2023-10-16 07:03:30.382691,pending,8047.34
94,4772,2024-05-14 10:56:56.886541,confirmed,0
95,2126,2024-08-31 23:58:46.270293,confirmed,2561.42
96,3773,2024-02-17 17:07:50.670311,delivered,1036.99
97,9223,2024-04-23 04:15:09.458770,confirmed,3783.04
98,8472,2024-07-07 12:24:10.660679,confirmed,2390.56
99,4114,2024-09-16 14:17:03.289978,delivered,12918.18
100,8947,2024-09-25 06:16:15.232659,pending,12286.25
101,9878,2024-04-07 08:43:18.522375,cancelled,2626.4
102,3046,2023-10-12 08:27:15.542279,delivered,3749.41
103,4960,2023-12-17 21:32:42.584567,delivered,0
104,4974,2024-05-28 11:01:44.449003,shipped,5057.48
105,2760,2024-02-13 02:12:49.012903,cancelled,7557.65
106,6035,2024-08-04 05:50:43.616913,delivered,1041.45
107,2586,2024-08-01 06:41:59.128962,confirmed,4487.89
108,4426,2024-06-27 18:40:04.587262,confirmed,3242.5
109,4463,2024-09-18 13:48:39.976370,confirmed,4274.14
110,1810,2023-11-02 15:28:42.619925,delivered,1787.99
111,4602,2023-10-30 00:41:58.625947,confirmed,5730.0
112,2138,2024-05-26 13:13:03.926900,confirmed,4390.11
113,5614,2024-02-20 21:44:57.655265,shipped,11546.28
114,1134,2024-06-07 04:04:53.123372,shipped,4055.05
115,5878,2024-04-06 18:01:30.948688,cancelled,3611.44
116,7897,2024-08-31 09:11:24.942910,delivered,3105.16
117,5636,2024-04-17 23:41:49.545355,pending,703.34
118,2663,2024-09-08 16:44:26.540221,confirmed,6073.87
119,2246,2023-10-28 13:10:32.283406,cancelled,5502.49
120,4187,2024-05-02 23:45:56.584652,pending,4681.7
121,9407,2024-01-24 18:52:19.411989,pending,10556.81
122,6859,2024-09-09 18:51:45.778430,cancelled,4052.61
123,9620,2023-11-26 07:41:58.630247,pending,2762.07
124,7810,2024-08-12 14:47:59.913101,pending,2426.04
125,7460,2023-12-23 04:47:31.664181,shipped,6721.76
126,3307,2024-03-01 04:28:16.204030,shipped,336.07
127,5318,2024-07-09 19:51:23.449229,pending,11052.01
128,1279,2024-09-10 00:25:30.576620,pending,0
129,9790,2023-11-03 13:25:09.335287,shipped,4982.07
130,3842,2023-11-26 12:59:29.579113,shipped,2251.76
131,8376,2024-05-05 04:47:29.279799,cancelled,4678.5
132,5680,2024-02-05 17:08:49.941717,pending,1259.83
133,4344,2024-09-02 22:58:42.223768,cancelled,4242.62
134,9526,2023-10-26 17:58:50.679727,confirmed,855.99
135,7310,2024-08-25 12:46:55.737650,pending,2557.14
136,3474,2024-03-18 15:20:55.480175,pending,4104.64
137,941,2023-11-11 21:53:25.650024,delivered,2832.64
138,5059,2023-12-06 13:54:54.866287,shipped,4544.27
139,7939,2023-12-11 09:26:09.245486,shipped,3406.84
140,7878,2024-04-26 05:37:47.343769,cancelled,11394.79
141,6817,2024-03-17 11:45:15.354101,delivered,4607.05
142,8004,2023-12-25 21:40:13.260778,cancelled,5219.51
143,3041,2023-11-06 19:29:52.430580,shipped,4121.02
144,1346,2024-05-19 12:40:35.756351,cancelled,5231.48
145,930,2024-01-21 08:58:22.552543,shipped,3994.71
146,5695,2024-07-06 11:29:09.433258,delivered,5215.84
147,2497,2023-10-18 03:20:33.511629,confirmed,3842.35
148,9543,2024-01-09 04:41:00.024014,confirmed,1832.12
149,7752,2024-08-02 15:07:31.509357,cancelled,13026.34
150,8038,2024-09-06 03:27:15.611154,delivered,3713.75
151,1890,2024-03-15 02:15:06.948376,pending,4290.08
152,3148,2024-09-19 01:08:29.956830,shipped,0
153,5719,2024-09-05 16:43:41.850952,cancelled,8112.96
154,7271,2024-05-07 13:36:23.969893,delivered,8453.64
155,1391,2024-07-26 10:15:17.110438,confirmed,4489.35
156,8284,2024-07-24 03:44:33.521482,delivered,1859.19
157,9897,2024-05-19 16:25:56.908108,confirmed,4752.14
158,1483,2023-10-22 20:23:01.659148,shipped,491.48
159,93,2024-08-24 17:05:22.870079,pending,1420.74
160,4319,2024-05-04 00:51:14.690360,pending,2234.16
161,5083,2024-02-11 12:12:18.020756,cancelled,955.22
162,5611,2024-02-17 15:58:55.605145,shipped,2249.39
163,5534,2024-09-16 11:14:53.857204,cancelled,10501.88
164,3616,2023-12-06 04:28:28.754808,confirmed,2292.05
165,7326,2023-10-30 17:58:12.778115,shipped,1588.6
166,3739,2024-07-31 00:37:00.145929,cancelled,7467.32
167,3744,2024-07-25 18:57:27.181313,shipped,8380.32
168,9192,2024-07-01 00:00:15.046952,pending,7729.96
169,9616,2024-08-13 04:21:45.804567,cancelled,7165.15
170,7483,2023-11-13 02:46:12.855742,pending,7006.71
171,4789,2024-03-01 01:59:27.138103,confirmed,5672.62
172,3629,2024-01-09 12:10:59.625613,confirmed,2049.63
173,4011,2024-04-18 16:12:42.228771,pending,5651.32
174,3768,2023-10-11 00:17:04.930084,shipped,806.18
175,7617,2024-02-15 12:01:40.690546,cancelled,1267.09
176,3397,2023-12-22 22:03:12.062177,confirmed,4155.12
177,1459,2023-11-18 03:36:02.775329,delivered,4009.31
178,2273,2024-07-14 09:40:23.895672,pending,341.63
179,8741,2024-02-02 23:11:06.324250,shipped,8550.36
180,9336,2024-06-17 03:53:00.134132,shipped,6034.97
181,2621,2024-03-01 19:32:55.981143,delivered,4802.4
182,8804,2024-01-04 08:56:46.295385,cancelled,8066.39
183,8001,2024-01-23 06:00:09.543340,confirmed,7189.7
184,7947,2024-07-11 04:23:19.032202,shipped,0
185,7210,2024-04-07 00:49:06.684569,cancelled,8040.77
186,7288,2024-09-21 18:06:14.458053,shipped,745.0
187,3431,2024-09-13 14:16:40.506435,pending,1420.94
188,1627,2024-04-11 12:27:03.934744,cancelled,4803.02
189,7212,2024-04-23 04:00:56.942949,delivered,9463.37
190,2518,2024-09-23 15:57:56.803082,shipped,5722.52
191,832,2023-10-10 05:30:24.461214,delivered,7102.68
192,2423,2024-07-01 19:41:35.381299,confirmed,4021.9
193,6046,2024-03-18 04:16:05.165643,delivered,7420.77
194,3461,2024-07-26 16:49:40.384793,confirmed,5796.71
195,2489,2024-07-13 18:56:05.566051,cancelled,3493.99
196,4047,2024-10-02 22:08:02.966360,pending,3297.29
197,1308,2023-12-23 03:09:29.764530,delivered,2237.1
198,4741,2024-07-03 09:54:16.309949,confirmed,5775.97
199,2896,2024-08-09 01:10:46.692244,delivered,2747.9
200,9585,2023-12-26 14:47:27.160778,delivered,908.2
201,3992,2023-11-09 01:52:00.943455,shipped,2971.29
202,8987,2024-10-03 05:08:48.416256,delivered,1655.03
203,1776,2024-08-09 06:15:58.085265,shipped,8318.08
204,2952,2024-08-30 00:37:19.132539,delivered,0
205,1388,2024-05-22 23:37:23.582436,cancelled,8938.79
206,7074,2024-01-21 00:46:37.667006,delivered,2329.35
207,9517,2023-10-15 12:40:26.639776,cancelled,3189.99
208,9406,2024-05-14 08:08:57.765595,delivered,184.78
209,9779,2024-05-22 01:08:30.193071,confirmed,3158.01
210,3876,2024-07-04 02:53:19.607393,shipped,2105.84
211,2533,2023-11-10 09:22:14.264382,confirmed,0
212,4681,2024-06-20 12:43:32.723218,cancelled,13166.38
213,2548,2023-10-30 07:28:28.256647,cancelled,5324.82
214,4796,2024-09-18 19:07:29.446704,cancelled,6251.83
215,3400,2024-02-01 04:01:34.106173,shipped,263.2
216,4460,2024-06-07 23:24:36.977762,cancelled,4712.46
217,7333,2023-12-28 20:46:36.936816,pending,456.71
218,8920,2023-12-29 09:20:39.296076,confirmed,3361.84
219,668,2024-10-06 07:29:54.797652,cancelled,4824.8
220,8430,2024-02-06 08:27:02.928179,delivered,1399.95
221,7399,2023-12-19 01:55:29.671370,shipped,3161.88
222,2061,2024-08-23 09:13:40.329927,pending,1943.82
223,9756,2023-11-20 23:03:08.608210,pending,10390.78
224,1727,2023-10-12 05:27:42.073505,pending,7059.94
225,2773,2024-08-21 15:48:45.707604,pending,3888.26
226,2186,2024-03-30 05:26:20.560826,shipped,2043.99
227,6174,2024-01-05 05:12:15.576646,pending,1169.01
228,3381,2024-08-01 12:33:25.963428,cancelled,1496.16
229,15,2024-03-12 12:54:16.294987,pending,0
230,6245,2024-10-05 19:58:05.851173,delivered,973.26
231,2868,2024-02-17 22:04:48.494077,shipped,3056.69
232,8687,2024-09-06 17:42:45.871897,shipped,2282.46
233,5499,2024-05-22 22:08:12.433389,cancelled,856.55
234,2867,2024-02-21 04:49:08.625736,confirmed,1760.79
235,9667,2024-03-06 16:23:01.978337,pending,0
236,4993,2024-03-15 23:45:23.983339,pending,11348.87
237,3650,2023-12-14 03:05:02.795710,pending,2017.26
238,5938,2024-02-20 18:25:35.428366,shipped,190.9
239,411,2024-09-01 16:49:54.310295,cancelled,8049.65
240,8161,2023-12-28 00:38:38.307763,cancelled,3368.26
241,5070,2023-12-14 18:23:58.728389,pending,3693.34
242,250,2023-12-02 14:24:55.043504,confirmed,2275.29
243,1908,2024-01-12 04:34:03.719540,shipped,1998.9
244,5539,2023-11-22 04:29:02.675835,cancelled,6675.13
245,7403,2024-01-07 03:23:44.308090,delivered,0
246,2704,2024-08-13 09:37:18.983315,cancelled,2035.25
247,424,2024-03-24 19:32:41.326262,delivered,7267.92
248,5869,2023-11-08 08:29:15.107133,cancelled,3473.58
249,1280,2024-04-16 23:24:05.759199,shipped,266.84
250,5598,2023-12-22 10:07:50.392932,cancelled,852.36
251,3978,2024-02-22 18:19:45.548399,pending,5982.58
252,2175,2024-06-18 07:12:33.574894,cancelled,1944.58
253,7454,2023-10-08 22:30:47.985285,confirmed,999.28
254,3998,2024-03-15 02:47:16.905010,shipped,4967.04
255,10,2023-12-28 19:48:03.928296,pending,1668.0
256,8659,2024-03-17 03:57:01.088076,cancelled,7049.36
257,6142,2024-02-27 07:14:08.292100,shipped,10012.77
258,6895,2024-09-06 22:33:39.110917,shipped,161.83
259,6675,2024-04-23 05:21:32.290910,confirmed,67.63
260,8043,2024-02-25 12:19:08.870820,cancelled,7561.95
261,2496,2023-12-22 03:30:38.358778,pending,413.12
262,836,2024-01-09 22:37:23.785584,pending,3966.35
263,5356,2024-08-07 10:32:39.833762,delivered,8341.79
264,3371,2024-04-28 20:14:11.748372,cancelled,10339.28
265,1244,2024-02-13 07:44:42.595003,confirmed,1523.92
266,9091,2024-07-06 15:15:13.853689,delivered,3601.34
267,8460,2023-11-09 09:01:34.774208,confirmed,3354.22
268,5119,2024-02-19 05:09:34.310970,pending,3302.67
269,8971,2024-05-23 02:10:30.441359,pending,2646.28
270,1880,2024-03-19 18:03:16.170000,pending,3248.11
271,2672,2024-02-23 02:43:24.153709,delivered,920.8
272,251,2024-01-04 04:56:09.671469,shipped,1490.25
273,4209,2024-07-18 22:19:19.667637,delivered,1627.02
274,5851,2023-11-20 01:09:44.846598,confirmed,2975.27
275,4177,2023-11-20 09:47:52.006767,delivered,10686.35
276,8903,2023-12-02 10:03:34.537122,pending,1566.78
277,9964,2024-09-13 01:34:12.918896,confirmed,1876.36
278,9781,2023-12-26 05:09:19.299920,cancelled,3303.4
279,7908,2023-11-09 02:53:43.586023,delivered,5156.73
280,7334,2024-01-16 15:10:07.695322,cancelled,2873.7
281,2141,2024-02-25 08:05:01.734874,delivered,4886.79
282,244,2024-08-15 03:30:10.476924,shipped,4857.53
283,2982,2024-07-28 18:04:12.109182,shipped,3196.77
284,9951,2023-12-12 15:11:02.585797,pending,6375.64
285,7657,2024-09-16 14:59:28.140880,confirmed,7430.9
286,5523,2024-08-13 05:51:36.146141,confirmed,3078.42
287,4024,2024-09-30 03:35:17.954642,delivered,4415.1
288,8915,2024-03-11 22:45:57.967355,delivered,9022.45
289,9439,2024-06-24 10:26:42.945278,shipped,2825.64
290,3882,2023-10-22 20:54:22.062423,pending,1694.69
291,1491,2024-09-19 02:02:51.817336,pending,1586.68
292,8697,2023-10-14 19:57:41.129688,shipped,111.48
293,650,2024-08-18 02:12:26.404508,cancelled,639.5
294,5884,2023-10-23 21:46:05.520495,pending,12754.53
295,4965,2023-12-28 21:33:13.464753,cancelled,799.84
296,2922,2023-10-19 06:22:08.356707,shipped,2054.12
297,1005,2024-01-17 06:13:56.312409,pending,8477.7
298,549,2023-10-27 22:02:15.429590,cancelled,5491.9
299,127,2024-06-24 04:43:45.458985,pending,4426.91
300,6840,2024-06-02 15:28:35.664296,shipped,6880.26
301,3683,2024-07-23 12:43:26.406896,confirmed,2646.75
302,6720,2024-09-22 16:58:22.114631,cancelled,63.04
303,114,2024-05-26 08:18:25.080783,shipped,3726.12
304,6507,2024-08-12 05:32:52.279856,delivered,7035.2
305,8017,2024-08-07 02:21:17.497696,shipped,4053.94
306,759,2023-12-15 14:57:04.589627,confirmed,3191.44
307,6031,2023-11-23 01:04:06.026577,confirmed,1977.62
308,2418,2023-11-01 02:34:43.181678,delivered,0
309,7784,2024-08-16 11:12:57.540632,cancelled,6200.65
310,143,2024-01-27 12:59:32.669037,cancelled,3627.87
311,3607,2023-10-21 09:55:52.812353,delivered,0
312,5080,2024-01-11 22:36:01.339614,pending,5873.51
313,94,2023-11-19 07:13:07.280323,delivered,4714.15
314,3796,2024-07-08 10:03:12.744004,confirmed,909.93
315,2105,2024-06-01 15:08:48.185099,shipped,0
316,973,2024-06-27 19:42:10.282814,cancelled,13408.15
317,7601,2024-03-19 06:26:15.922826,shipped,0
318,9937,2024-06-16 05:28:27.288778,delivered,2874.85
319,4118,2024-01-06 07:14:56.011796,pending,3915.97
320,4274,2024-06-06 16:53:04.402235,delivered,3340.79
321,744,2023-12-30 19:54:37.614171,shipped,9729.83
322,5990,2024-04-27 08:37:48.477304,delivered,3038.22
323,4012,2023-10-27 21:49:52.102125,pending,7605.95
324,8943,2023-12-01 04:36:39.784646,pending,3394.87
325,7137,2023-12-17 13:47:53.664650,shipped,5026.03
326,5438,2024-02-15 08:16:54.739561,confirmed,2220.35
327,8017,2024-03-04 20:58:09.136402,delivered,12425.72
328,5745,2024-02-12 02:32:51.593434,delivered,4264.28
329,1254,2024-07-18 14:04:40.190310,cancelled,10875.43
330,5555,2024-09-01 07:09:32.488201,cancelled,4766.99
331,7577,2024-02-26 01:13:22.276641,confirmed,2846.96
332,2701,2024-08-07 01:55:52.892595,pending,199.14
333,8679,2023-10-26 07:08:05.164910,shipped,3249.98
334,9976,2024-05-02 13:33:48.150956,cancelled,0
335,3679,2024-06-23 08:09:20.920028,pending,2188.68
336,7922,2023-11-03 00:23:19.871999,cancelled,6691.4
337,1928,2024-09-17 01:08:03.597967,delivered,3291.1
338,9200,2024-01-30 19:14:31.268208,cancelled,1433.57
339,5702,2024-07-14 05:43:12.861642,cancelled,3764.65
340,8943,2023-12-09 13:06:47.189497,cancelled,8527.45
341,5557,2024-02-15 05:06:07.344840,pending,4742.3
342,525,2024-01-06 23:36:19.255078,shipped,3750.45
343,2483,2024-05-22 01:47:11.068257,cancelled,2636.08
344,3338,2023-11-24 10:20:48.399924,confirmed,9333.12
345,190,2024-03-15 11:30:30.707655,shipped,0
346,2494,2024-05-26 05:07:20.131809,pending,929.31
347,6907,2024-05-09 14:03:21.989758,confirmed,431.26
348,8082,2024-09-12 06:59:38.586030,confirmed,10010.88
349,1106,2024-03-17 16:51:30.332302,pending,0
350,6264,2024-09-02 19:16:16.089784,cancelled,1667.76
351,164,2023-11-04 02:44:06.972051,shipped,0
352,9933,2024-02-10 20:45:04.921975,pending,3035.32
353,7147,2023-11-01 08:12:38.727523,confirmed,1596.47
354,3350,2024-07-26 17:56:01.274215,pending,2026.31
355,6887,2024-09-06 13:00:30.534681,shipped,3775.35
356,203,2024-08-12 18:32:15.346447,shipped,4360.27
357,658,2023-11-19 04:42:13.309977,delivered,8662.32
358,4876,2024-02-22 06:00:22.096547,confirmed,2856.76
359,1665,2024-03-24 01:17:49.627046,shipped,935.32
360,6104,2024-02-20 21:42:46.632986,shipped,345.81
361,935,2024-02-22 12:16:33.586206,delivered,6151.88
362,9650,2024-04-20 05:48:47.933430,shipped,5064.21
363,3512,2024-06-18 20:49:20.850200,shipped,0
364,3412,2024-05-23 10:53:01.868165,shipped,5392.8
365,8846,2024-03-06 09:35:54.708147,shipped,5628.21
366,9199,2023-12-23 15:15:58.257865,pending,3472.75
367,1443,2023-10-21 08:31:42.864073,shipped,672.42
368,1650,2024-05-24 01:27:09.364429,cancelled,10137.76
369,9491,2024-08-04 16:00:34.293175,cancelled,11551.22
370,6177,2024-01-03 19:09:51.756258,shipped,2062.87
371,6152,2024-04-08 18:38:48.119330,pending,3951.01
372,5452,2024-03-16 17:29:49.891819,delivered,10812.81
373,5470,2024-03-05 03:16:37.527571,confirmed,6966.11
374,8216,2023-11-15 19:36:50.260306,shipped,0
375,3496,2023-11-06 15:30:13.906607,confirmed,4947.56
376,285,2024-09-22 19:57:55.541839,pending,2179.85
377,1114,2024-02-20 11:01:52.806188,shipped,1605.41
378,6253,2024-08-15 17:25:43.456418,shipped,3463.32
379,9529,2024-09-04 00:31:56.088242,cancelled,5682.03
380,4038,2024-10-06 02:07:50.840853,shipped,0
381,4217,2024-06-01 17:42:33.364662,pending,1597.26
382,5410,2024-01-07 22:09:04.217885,cancelled,2596.26
383,7104,2024-03-03 04:49:25.348994,shipped,0
384,5971,2024-07-01 22:54:42.163704,pending,703.23
385,1908,2024-03-30 11:32:12.707072,shipped,3453.6
386,7117,2023-12-10 19:09:58.425724,shipped,0
387,4847,2024-09-10 14:29:45.409966,confirmed,1128.4
388,8983,2023-10-15 17:59:12.080352,cancelled,4185.07
389,7285,2024-09-03 20:02:26.889222,delivered,1520.13
390,468,2023-12-03 21:31:50.334195,pending,9044.04
391,7946,2024-04-05 23:15:20.863501,delivered,1038.91
392,8283,2024-04-06 00:29:02.550912,confirmed,5046.91
393,5975,2024-01-09 11:58:17.157917,pending,3353.55
394,3649,2024-08-08 08:25:14.513029,pending,1778.86
395,4963,2024-05-21 05:54:49.729917,confirmed,12815.72
396,7103,2023-12-31 03:47:31.903155,pending,5100.39
397,6965,2023-12-01 07:28:13.202776,delivered,13461.74
398,7841,2023-12-22 20:14:35.832118,pending,3835.54
399,8504,2024-05-05 23:14:04.977695,shipped,5710.28
400,6003,2024-01-24 01:19:34.934298,pending,1437.64
401,2654,2024-02-10 14:32:38.623940,shipped,1166.94
402,5745,2023-11-18 02:57:41.374619,cancelled,4966.84
403,4969,2023-12-14 11:52:30.773316,confirmed,6298.13
404,7136,2024-02-09 19:01:27.139834,shipped,3668.83
405,8618,2024-03-19 02:33:33.602404,pending,5739.47
406,3059,2024-06-04 14:32:17.114842,confirmed,3177.59
407,8337,2024-09-18 23:38:36.820729,pending,267.03
408,4174,2024-02-28 18:25:01.393523,shipped,952.86
409,613,2024-02-13 08:55:30.605849,pending,2696.38
410,6924,2024-01-14 02:21:39.694344,delivered,6933.23
411,4593,2024-04-13 00:36:37.432924,cancelled,2635.37
412,7150,2023-10-25 17:55:16.220153,confirmed,4747.44
413,6908,2024-01-07 19:55:39.531115,cancelled,1966.31
414,2093,2024-06-03 02:14:24.089509,cancelled,7839.19
415,2675,2024-07-24 08:24:12.905231,cancelled,8967.95
416,1282,2024-08-08 13:35:44.289701,cancelled,1220.89
417,957,2024-05-23 12:28:01.882648,delivered,1397.26
418,7426,2024-01-13 12:59:27.869642,confirmed,1552.49
419,4687,2024-07-25 10:18:57.530298,delivered,1524.64
420,8843,2023-12-31 05:52:03.855736,delivered,3371.51
421,5795,2024-07-07 10:23:41.175246,confirmed,3593.32
422,9326,2024-01-19 19:17:01.427003,cancelled,6527.41
423,5330,2024-06-23 19:38:10.261631,confirmed,8032.65
424,3089,2024-03-22 19:45:37.005751,pending,5640.33
425,938,2024-05-25 11:51:58.421979,delivered,6629.18
426,9494,2023-11-08 04:53:12.925773,shipped,2215.55
427,9264,2023-10-23 05:33:53.912139,cancelled,6612.29
428,2819,2024-07-20 08:46:05.112687,pending,5088.99
429,2321,2024-02-09 03:21:28.083775,shipped,1345.88
430,5762,2024-01-17 11:03:27.459646,delivered,67.1
431,9677,2024-08-09 21:27:38.148882,cancelled,2666.81
432,1231,2024-09-02 17:28:31.615185,confirmed,4699.98
433,3355,2024-08-19 06:24:40.145396,cancelled,2489.69
434,6145,2023-12-13 07:09:22.708320,pending,509.49
435,2709,2024-07-06 18:39:46.435606,pending,0
436,9173,2024-06-14 06:46:10.403390,cancelled,5555.48
437,3608,2024-10-05 15:53:03.848410,shipped,10953.33
438,688,2024-01-14 14:03:03.892725,confirmed,856.8
439,2505,2024-02-11 12:09:15.936527,shipped,5874.32
440,5608,2023-11-23 09:08:24.433108,delivered,8867.48
441,3645,2024-09-14 13:58:54.436119,confirmed,152.8
442,2601,2024-01-09 01:50:22.135631,delivered,1008.01
443,5023,2024-02-25 19:41:00.544116,confirmed,2169.74
444,2916,2024-06-09 14:24:26.966334,cancelled,2375.96
445,6166,2023-10-20 14:03:11.378477,confirmed,1395.46
446,8091,2024-04-12 00:16:26.020647,cancelled,81.92
447,3347,2024-08-17 12:33:30.522165,pending,3498.85
448,1538,2024-05-02 06:29:08.567714,shipped,1074.9
449,7801,2024-09-15 09:37:32.030335,shipped,3574.07
450,9122,2024-04-04 07:09:06.731507,pending,0
451,6966,2024-06-13 22:16:18.363112,confirmed,6927.76
452,2166,2024-04-19 10:46:33.798130,shipped,2678.78
453,130,2024-08-26 20:26:09.662214,cancelled,6124.64
454,3571,2024-08-30 15:56:52.349401,cancelled,5738.88
455,1848,2024-08-28 04:46:03.975427,shipped,17696.9
456,8454,2024-01-17 13:30:24.674775,confirmed,6521.25
457,8915,2024-06-07 21:42:52.714990,confirmed,2871.52
458,1889,2024-07-09 15:47:32.667205,confirmed,1228.14
459,2247,2024-08-21 08:18:39.919690,cancelled,16180.86
460,3272,2024-01-27 02:10:34.080111,delivered,4640.11
461,271,2023-10-28 23:27:58.223911,shipped,4540.64
462,7020,2024-08-05 21:43:49.434906,shipped,2807.15
463,8484,2023-12-26 19:40:45.551489,pending,2516.2
464,9888,2024-05-07 15:19:30.497600,cancelled,6533.04
465,8141,2023-10-24 09:32:07.063236,cancelled,2889.92
466,8384,2024-03-26 00:05:12.145621,delivered,2570.4
467,7319,2024-06-06 18:50:21.018142,pending,0
468,6152,2024-09-13 10:57:01.774791,delivered,544.39
469,3276,2023-11-09 12:26:27.504016,cancelled,2985.96
