cart_item_id,cart_id,product_id,quantity
190,4607,9620,5
191,7230,5251,5
192,7441,1410,5
193,7635,1772,3
194,966,1520,4
195,5274,2736,1
196,4713,9990,1
197,4113,9849,4
198,1206,5202,2
199,543,344,2
200,9440,8717,5
201,3192,652,2
202,5518,2171,2
203,2853,4685,2
204,9232,386,4
205,9532,6955,2
206,1827,7430,5
207,1690,5054,5
208,5495,3624,4
209,6657,5389,3
210,4970,5867,4
211,9494,9240,1
212,6868,2457,1
213,1680,4442,2
214,4278,1058,4
215,1367,1090,1
216,3629,3034,2
217,4231,2700,1
218,776,4295,3
219,5790,5141,2
220,824,694,3
221,6081,4829,2
222,3089,9420,3
223,1391,9874,4
224,4399,7627,2
225,154,38,2
226,7258,9037,3
227,1046,6747,5
228,1720,6163,4
229,2487,1687,5
230,7798,1872,4
231,618,3476,1
232,837,6090,2
233,2620,5414,4
234,6177,9637,1
235,5788,1883,5
236,8422,563,1
237,3180,2469,4
238,6824,7389,5
239,788,543,2
240,7613,1247,2
241,2837,4973,1
242,9685,2979,1
243,6811,6891,2
244,8453,1398,1
245,6960,9027,5
246,539,8865,3
247,374,5318,5
248,2657,1903,5
249,5348,309,2
250,6462,8468,1
251,7743,947,5
252,3905,8729,3
253,4496,2032,5
254,9165,6159,3
255,9488,9493,4
256,7039,4152,5
257,1290,8877,5
258,1477,8290,5
259,9923,4333,5
260,9910,7447,1
261,9057,1286,1
262,125,8182,2
263,5998,8661,2
264,163,6272,2
265,8642,8191,5
266,1586,5185,3
267,3021,4267,5
268,4471,9770,4
269,8346,5407,5
270,2761,3406,4
271,3438,9897,4
272,4725,1410,4
273,2080,811,4
274,6896,2716,2
275,7509,7824,4
276,6585,1612,3
277,5595,7644,3
278,559,4630,3
279,919,5801,3
280,8181,9581,2
281,3737,2765,3
282,5808,6851,2
283,7456,7005,2
284,6480,2317,2
285,3290,7833,1
286,7180,8903,1
287,2388,8893,1
288,9852,135,4
289,3081,7113,2
290,8135,7044,1
291,8235,2215,1
292,524,341,2
293,3558,9253,2
294,4175,9475,2
295,1697,1799,5
296,7919,3332,2
297,9877,2134,5
298,3098,9808,3
299,4353,1669,5
300,6478,8390,5
301,7915,1565,4
302,8621,1567,4
303,519,5785,4
304,2555,933,1
305,3449,7373,1
306,5504,6034,2
307,8584,9869,2
308,1998,9565,5
309,5897,7555,5
310,7454,7484,2
311,7883,2811,4
312,9671,3643,1
313,8177,4342,2
314,9765,9508,3
315,2153,9458,5
316,4759,435,5
317,9020,6997,5
318,8552,8143,1
319,7013,7224,2
320,1323,617,2
321,3721,9959,2
322,3313,9145,1
323,6548,971,2
324,7368,5729,1
325,9651,6277,5
326,7370,3577,2
327,8891,4130,5
328,5063,4745,1
329,2197,7349,4
330,6855,1873,4
331,8490,2115,1
332,2508,2369,5
333,6884,3482,2
334,7657,5085,2
335,5542,7830,1
336,3141,9595,4
337,7517,9124,5
338,6087,3813,2
339,331,3361,4
340,9861,5886,1
341,9574,671,4
342,3927,4349,5
343,1221,7293,1
344,3236,5414,3
345,3947,2744,5
346,3718,4595,1
347,6101,4406,3
348,7375,9322,2
349,6504,5612,3
350,1740,6129,3
351,2566,2308,1
352,5356,6514,1
353,5313,8553,1
354,5684,1806,1
355,1830,4945,4
356,2880,8708,2
357,5276,9676,3
358,4499,7826,2
359,4132,7480,4
360,1061,587,4
361,6480,7656,3
362,7837,5021,4
363,2045,1020,4
364,1543,2964,5
365,4592,4453,2
366,1211,1919,5
367,6436,708,4
368,1414,4861,4
369,9349,8284,2
370,8947,5732,5
371,4355,349,1
372,5450,959,4
373,2159,4390,3
374,6256,5112,3
375,8410,6282,5
376,6455,5675,1
377,5133,8422,1
378,507,717,5
379,5172,311,3
380,1867,1908,2
381,1332,5776,2
382,8140,220,3
383,6367,260,4
384,7671,629,2
385,2571,2794,5
386,6312,7971,4
387,2152,1171,5
388,1357,3014,5
389,2271,1081,1
390,7198,1414,4
391,8435,6221,4
392,3730,3013,1
393,3851,3537,1
394,2819,6252,3
395,6041,1278,1
396,7206,6402,3
397,6616,8768,3
398,3278,6016,5
399,2858,1847,3
400,8710,6810,4
401,8523,21,5
402,3333,6541,2
403,10,1047,3
404,9862,2966,5
405,9546,6038,4
406,3594,2567,1
407,3256,4570,5
408,3936,1687,2
409,9927,6303,1
410,5190,2327,1
411,9807,6132,5
412,5243,7830,5
413,5733,2468,1
414,6390,8265,2
415,2928,5056,5
416,4604,638,3
417,3922,7251,1
418,2257,8602,2
419,4585,7288,5
420,9373,3149,4
421,974,7493,5
422,8437,6818,5
423,8842,4104,4
424,8611,6980,1
425,4274,4768,2
426,8002,44,3
427,3808,2841,3
428,7453,9256,3
429,9517,1667,5
430,426,3312,4
431,5020,9330,3
432,799,9655,5
433,2626,779,1
434,2959,1481,4
435,4150,6874,1
436,5831,7738,3
437,1044,4625,1
438,48,8173,4
439,2187,3325,2
440,4824,8812,2
441,7718,5102,3
442,9132,105,3
443,5008,9841,5
444,5472,3773,1
445,2874,4,5
446,852,6902,2
447,5555,6504,5
448,2372,5034,4
449,3802,8877,3
450,166,7655,5
451,4586,5006,4
452,5050,6740,3
453,8365,4148,2
454,9574,8896,4
455,2518,7396,3
456,1266,5675,5
457,950,332,5
458,4226,1439,2
459,3776,3799,5
460,3795,4748,5
461,397,3957,2
462,4318,1558,5
463,1794,8721,4
464,3901,2355,3
465,7117,3333,3
466,1789,689,4
467,2125,702,4
468,5979,7855,1
469,1501,1630,4
470,250,5664,3
471,3291,9140,3
472,1891,4693,2
473,104,4905,1
474,6985,5732,5
475,8169,234,3
476,2414,1716,4
477,2826,5470,3
478,3359,8984,3
479,3182,6740,1
480,432,1740,2
481,3577,7256,4
482,3332,7230,3
483,7624,8988,4
484,8642,1518,4
485,3575,4779,5
486,8417,4840,3
487,9760,983,4
488,5087,4395,2
489,4508,9183,5
490,293,6754,1
491,1734,8065,4
492,4082,6157,4
493,705,5144,1
494,8349,9733,4
495,516,3336,2
496,2910,8517,4
497,2112,6547,4
498,5206,6546,5
499,2461,8377,3
500,5030,357,5
501,7596,5013,4
502,3509,5113,2
503,6718,9243,5
504,5659,9721,4
505,1310,4942,2
506,7221,5577,1
507,829,5058,5
508,5517,9157,5
509,1551,7176,1
510,4656,3622,5
511,1341,2095,1
512,4118,3644,5
513,1604,5645,4
514,8905,9471,1
515,5319,6841,2
516,2252,4440,2
517,6573,7879,3
518,9222,9281,4
519,7923,3358,2
520,7736,8469,5
521,9559,4660,3
522,6439,2735,1
523,4190,931,3
524,4530,9678,2
525,3729,724,4
526,2392,3330,1
527,8078,6548,2
528,7503,9610,5
529,3568,6279,1
530,3517,5278,4
531,77,7220,3
532,1098,4956,3
533,2383,6435,3
534,3318,660,3
535,6601,5252,5
536,6572,535,4
537,5683,9427,1
538,7007,7308,2
539,117,1567,4
540,3091,193,4
541,1652,5765,1
542,8619,8345,5
543,1038,7705,3
544,9330,770,1
545,5093,8600,5
546,2416,669,2
547,3452,8832,4
548,8463,6384,5
549,5241,4603,3
550,7793,9224,5
551,3527,7528,4
552,5119,2258,4
553,7817,866,1
554,8870,4624,2
555,9427,6414,5
556,1579,2029,3
557,1201,2160,3
558,4748,3501,1
559,6512,566,1
560,8891,2425,5
561,6919,9158,5
562,8727,2779,3
563,8063,962,4
564,3826,4560,3
565,8387,542,2
566,5191,4074,5
567,7957,251,1
568,2907,5031,3
569,3679,3533,3
570,25,2542,2
571,1569,8790,3
572,120,7856,2
573,9544,8435,4
574,185,6461,3
575,3846,2718,3
576,4331,43,3
577,1778,8355,5
578,6081,7282,2
579,4715,367,1
580,6516,296,1
581,8729,8781,5
582,5675,3078,4
583,1466,5042,2
584,6883,3508,1
585,1819,5679,3
586,693,9482,5
587,9316,1792,4
588,5950,5497,2
589,4830,2042,2
590,7217,1165,2
591,4357,4934,5
592,6243,1765,2
593,9081,467,2
594,3567,5436,4
595,3183,5500,3
596,9002,2661,5
597,649,5719,2
598,4555,5723,4
599,560,5931,4
600,7221,5612,4
601,5125,2281,2
602,8383,6177,5
603,7377,208,4
604,9281,7360,5
605,4637,6970,1
606,3832,3376,2
607,1151,7404,1
608,7933,1190,2
609,9993,7543,5
610,9414,1022,1
611,2074,968,3
612,6048,7278,1
613,5637,2237,1
614,2054,6668,2
615,9420,5579,3
616,9435,9205,2
617,6793,6347,2
618,8279,6426,3
619,5950,802,1
620,6515,4556,1
621,5042,7945,1
622,1891,7296,1
623,1994,2370,3
624,6851,2827,3
625,6120,1240,1
626,8164,2407,2
627,9877,5805,3
628,3220,8019,2
629,8738,4507,2
630,4479,6007,5
631,7008,8149,4
632,2654,1799,5
633,7535,6743,3
634,1365,2706,4
635,2572,9099,4
636,1797,5648,2
637,8582,3730,5
638,754,6339,4
639,5424,1314,2
640,9464,8680,2
641,2117,6598,2
642,6311,1280,4
643,7041,28,5
644,9208,7157,3
645,2900,8617,3
646,4965,5115,2
647,214,4870,1
648,8723,9984,5
649,9011,6074,5
650,2123,1905,4
651,453,7338,5
652,7186,6132,1
653,4818,5047,5
654,4729,7003,5
655,6620,9288,4
656,4,1267,2
657,2765,8331,3
658,2048,5359,1
659,8313,8733,3
660,1608,2125,4
661,5725,1286,4
662,2674,8873,1
663,4333,8231,1
664,7181,415,1
665,8917,7148,5
666,226,6048,1
667,8383,4175,4
668,1436,3437,1
669,9037,4289,5
670,2098,87,5
671,1835,5045,2
672,3335,7775,4
673,634,9761,3
674,1672,9589,5
675,6957,6303,2
676,6447,6707,5
677,3646,5718,3
678,6881,4171,4
679,680,4976,2
680,6141,8757,5
681,4244,6176,4
682,5976,368,2
683,6391,5705,5
684,2132,2315,3
685,7770,7802,2
686,3556,4115,2
687,5064,3709,4
688,9207,3245,1
689,3546,7301,3
690,723,8467,4
691,2738,8775,2
692,4821,9435,4
693,8239,7755,4
694,5327,8699,4
695,9972,9770,3
696,8666,1944,5
697,4114,727,5
698,7228,9039,5
699,4916,7540,2
700,8929,4875,2
701,1150,4167,4
702,2291,8253,3
703,2330,3114,5
704,4264,1915,4
705,1406,7800,5
706,2313,7691,1
707,9566,4615,5
708,2749,6598,1
709,2294,4224,5
710,5456,5744,5
711,2486,1195,4
712,1885,7657,5
713,2336,5726,1
714,6182,2544,4
715,4328,5507,1
716,6166,6198,4
717,6171,8331,5
718,6962,361,3
719,8423,5265,1
720,3159,2086,2
721,6940,9831,2
722,4254,9457,1
723,8447,3673,4
724,3606,1665,1
725,1402,1608,2
726,2367,1222,5
727,5466,8170,5
728,9816,6792,1
729,5452,1574,5
730,283,3712,2
731,6087,8495,2
732,3491,7539,5
733,6941,6786,1
734,2145,9297,3
735,3327,1984,4
736,8062,5585,1
737,1917,4943,1
738,5097,4208,5
739,2215,134,4
740,8507,8198,2
741,3642,2798,4
742,5686,6733,5
743,4785,6038,4
744,1470,7567,1
745,4355,3906,5
746,6940,7368,2
747,457,3695,4
748,616,6329,4
749,6005,5822,3
750,6350,289,3
751,2126,35,5
752,5888,3527,1
753,5126,1290,1
754,4376,7324,4
755,331,9035,5
756,9651,3034,4
757,8518,1953,2
758,7954,351,3
759,5615,1836,1
760,5297,217,5
761,2217,6587,4
762,8207,1962,1
763,4143,3574,4
764,9586,9387,2
765,6742,9734,4
766,6344,1521,5
767,4773,7417,3
768,712,172,2
769,4488,7996,2
770,8773,5874,5
771,803,7364,3
772,4881,90,2
773,3052,5107,5
774,2553,414,2
775,8402,6484,4
776,9325,5058,2
777,797,4221,4
778,5111,4421,2
779,6405,6533,4
780,8839,4361,3
781,6140,6925,4
782,2257,1626,3
783,4300,47,1
784,6842,6883,5
785,4998,6914,3
786,9743,850,1
787,1553,4944,2
788,2032,7917,2
789,1047,6320,3
790,8256,9677,2
791,1477,4011,5
792,7197,9490,5
793,7735,352,2
794,1893,9693,5
795,6621,9668,1
796,5786,3421,2
797,392,889,5
798,2762,3889,2
799,2155,2250,2
800,905,738,4
801,6617,4518,2
802,1257,2871,3
803,4146,8975,2
804,767,2660,3
805,3474,1912,4
806,2448,2363,2
807,5021,3281,2
808,7461,1530,2
809,4149,5925,4
810,4597,4613,5
811,5636,1077,5
812,1473,1846,4
813,9349,6450,4
814,8682,9657,2
815,9568,5736,2
816,2302,5059,1
817,877,6302,5
818,1021,4178,5
819,9388,4179,2
820,6069,9690,1
821,7135,407,3
822,2103,1306,2
823,2545,8513,3
824,4131,6571,2
825,9581,6824,4
826,7279,6012,2
827,4285,6918,3
828,5399,14,5
829,4723,52,4
830,7295,3665,5
831,1350,9588,5
832,8252,169,2
833,9267,3593,3
834,841,4611,1
835,2311,1984,2
836,1210,2106,5
837,6875,652,2
838,6172,4455,3
839,4831,1129,2
840,7705,8054,4
841,1131,679,4
842,4615,1779,3
843,4677,5949,5
844,4194,5555,2
845,2224,7254,2
846,2155,1274,1
847,642,8759,3
848,4813,1219,3
849,71,9785,4
850,4865,1936,4
851,5317,1303,4
852,2483,4020,5
853,818,580,1
854,5679,8703,4
855,7091,6864,4
856,3546,5829,5
857,7779,9419,3
858,2013,2460,4
859,1837,2285,2
860,4323,8112,4
861,1138,9585,4
862,613,3147,3
863,3156,566,5
864,6513,1249,4
865,1976,3408,2
866,1051,3259,3
867,9382,6535,1
868,1348,1164,5
869,433,8300,5
870,5274,7383,4
871,1326,8880,3
872,2354,6457,1
873,6986,2223,3
874,9319,5009,2
875,9052,2206,4
876,1491,3261,5
877,2450,489,4
878,6838,4217,2
879,1348,3550,4
880,4104,8286,3
881,5688,7314,4
882,725,7929,1
883,8441,5230,2
884,2373,5738,3
885,9807,1402,1
886,7968,3990,2
887,6499,3780,5
888,4922,6969,1
889,5339,6362,2
890,3087,5400,4
891,7991,6531,2
892,4185,2300,2
893,8324,3263,5
894,1969,7174,3
895,2913,3938,2
896,5371,9248,1
897,7309,7740,1
898,457,171,4
899,4908,9263,2
900,7825,9205,4
901,6628,3004,4
902,6328,2848,4
903,1588,6090,5
904,10000,8671,2
905,9505,5201,4
906,3511,6274,3
907,7151,8703,1
908,1226,2031,4
909,6758,3766,5
910,5671,4716,5
911,5012,7162,2
912,3562,5995,1
913,2077,6542,4
914,8260,4223,5
915,3726,1986,3
916,3564,4077,1
917,1936,3772,3
918,3213,4180,1
919,7265,56,2
920,9679,4773,5
921,5077,3903,2
922,2440,7503,4
923,8758,1245,3
924,2952,8675,5
925,3729,4308,4
926,2317,9664,1
927,3649,523,2
928,9961,8843,1
929,9151,9635,3
930,5104,2914,4
931,1835,4961,2
932,7135,6704,2
933,2806,9415,3
934,5911,5285,2
935,6313,3632,4
936,811,362,2
937,9759,2394,2
938,9197,1228,5
939,3787,8860,4
940,2118,1628,1
941,8452,7757,4
942,1732,4094,1
943,2742,4161,5
944,9624,6946,2
945,6474,4234,1
946,7632,6242,2
947,7419,7377,4
948,2117,1887,1
949,4590,9754,5
950,6777,4825,2
951,8896,9904,2
952,8820,9383,3
953,6911,4306,4
954,5699,6669,4
955,7707,4692,4
956,892,8863,4
957,9449,2323,4
958,4992,3641,2
959,4541,6239,2
960,4535,6485,1
961,9826,1310,2
962,7700,7003,2
963,4025,5398,2
964,8,5959,5
965,8970,1030,3
966,2825,5338,2
967,3763,4316,1
968,1704,9004,3
969,8754,2342,5
970,1108,244,3
971,1450,8673,4
972,6981,6605,5
973,5942,9657,4
974,7419,9758,5
975,9788,2330,5
976,6338,5820,4
977,54,4398,2
978,930,1394,4
979,9687,5290,1
980,1327,1402,2
981,4501,393,3
982,7890,7938,2
983,7177,2998,2
984,4021,8858,2
985,188,8520,4
986,579,9829,3
987,2187,484,5
988,8000,819,4
989,1713,8690,5
990,2065,7173,5
991,7575,5681,5
992,7284,6604,3
993,1430,5775,4
994,5708,8117,4
995,9184,4601,1
996,7907,8013,5
997,9161,3631,4
998,2448,2242,1
999,9000,5839,1
1000,3069,5029,4
1001,3479,2642,1
1002,1377,4903,2
1003,3938,4571,1
1004,5557,9380,4
1005,4779,578,3
1006,3064,8643,2
1007,49,3800,3
1008,9212,6263,1
1009,5977,2616,3
1010,2172,7557,4
1011,7179,693,2
1012,9680,9738,1
1013,3462,8362,3
1014,4736,5165,4
1015,4792,8616,4
1016,517,4202,5
1017,371,1278,5
1018,7589,8971,5
1019,4386,4481,1
1020,4181,5035,3
1021,127,7182,3
1022,5614,9180,4
1023,4102,443,5
1024,8581,9178,5
1025,7061,3721,2
1026,5922,3982,3
1027,8419,7749,5
1028,8230,9496,5
1029,6289,1631,2
1030,1736,2132,4
1031,9457,7674,1
1032,8773,2180,1
1033,1729,1710,2
1034,3297,5526,1
1035,6960,3594,5
1036,4514,42,5
1037,8140,8347,5
1038,7642,2266,1
1039,7782,4471,3
1040,3293,8203,5
1041,6772,2021,1
1042,1524,6457,4
1043,460,3315,2
1044,107,8239,4
1045,6233,6206,5
1046,1458,5805,2
1047,3282,3920,3
1048,2109,2896,4
1049,8483,6856,5
1050,7506,784,3
1051,398,3660,5
1052,3558,8356,4
1053,7706,9180,5
1054,4702,3582,5
1055,1980,5677,2
1056,9715,3653,4
1057,6493,5647,2
1058,6247,4692,1
1059,5758,3470,2
1060,3963,4931,5
1061,5396,3325,4
1062,8081,2229,3
1063,3143,6378,3
1064,5827,9747,2
1065,2844,9262,3
1066,1887,4343,5
1067,1953,949,5
1068,5693,2660,3
1069,5057,4633,3
1070,3686,6520,2
1071,3789,8677,4
1072,8662,8609,3
1073,4235,1159,3
1074,8544,3138,1
1075,5735,8147,3
1076,1101,8017,2
1077,6921,7267,4
1078,8902,1610,2
1079,1346,4970,4
1080,3574,8527,1
1081,5926,8959,1
1082,1696,6185,4
1083,3202,4686,1
1084,9180,7682,4
1085,1547,6902,2
1086,6030,9038,4
1087,4257,1615,4
1088,2616,2027,2
1089,4948,2398,2
1090,4290,1691,4
1091,3518,8452,5
1092,7421,1835,5
1093,7661,1313,5
1094,6083,5669,3
1095,261,5596,2
1096,5894,1190,1
1097,7307,8842,4
1098,217,9376,5
1099,3502,6805,5
1100,3342,14,2
1101,5363,5833,1
1102,4378,8010,1
1103,2822,8385,4
1104,9282,3977,2
1105,2972,8752,4
1106,9270,5291,4
1107,8412,4791,1
1108,5720,9582,3
1109,7229,2759,5
1110,7974,9750,1
1111,9250,912,3
1112,4148,8764,3
1113,5677,3871,4
1114,8869,3955,4
1115,5573,6662,5
1116,7331,86,4
1117,9742,6844,1
1118,9747,2059,1
1119,4168,8259,3
1120,5506,8767,5
1121,6914,3823,3
1122,1629,1743,3
1123,8270,8832,1
1124,5137,7126,1
1125,2949,840,5
1126,8116,2715,4
1127,8994,3620,1
1128,8239,68,1
1129,96,3946,2
1130,9125,9165,4
1131,107,3858,5
1132,7613,9543,2
1133,2890,1942,3
1134,5934,6313,1
1135,2011,6651,5
1136,6434,6832,2
1137,5857,2363,2
1138,6549,14,4
1139,4619,1788,1
1140,8357,9729,4
1141,4101,3507,4
1142,5939,214,4
1143,19,2009,4
1144,6961,8597,4
1145,8046,3189,4
1146,4471,8718,3
1147,3795,9728,4
1148,413,8843,4
1149,3865,9797,1
1150,8627,3841,4
1151,3619,1785,3
1152,7269,3288,1
1153,193,1156,1
1154,9773,2286,3
1155,3805,38,5
1156,9493,3949,4
1157,7912,7923,5
1158,4911,5094,2
1159,9055,3843,5
1160,8539,9125,3
1161,8437,665,2
1162,1321,5974,1
1163,3179,5142,5
1164,7279,8712,3
1165,4703,7155,4
1166,5744,5734,5
1167,7147,7066,1
1168,6267,7118,5
1169,5225,1245,2
1170,4577,792,4
1171,7073,614,4
1172,9172,9732,3
1173,3027,4400,3
1174,6876,7217,2
1175,3460,5367,1
1176,2040,2519,1
1177,9220,9057,3
1178,5838,8516,1
1179,6353,6833,5
1180,2388,7639,3
1181,9222,4805,3
1182,6115,8520,2
1183,5669,8427,4
1184,593,459,4
1185,2692,8015,4
1186,1063,4221,1
1187,2700,8282,2
1188,5662,7786,2
1189,3978,3828,5
1190,486,2971,2
1191,1795,9113,3
1192,1959,1761,2
1193,620,8463,3
1194,4976,1554,5
1195,8277,7733,4
1196,8538,8194,2
1197,5808,3700,5
1198,4532,4696,1
1199,46,2327,1
1200,9517,4068,5
1201,5043,7109,4
1202,386,4516,4
1203,5460,9256,2
1204,581,4660,3
1205,592,4192,2
1206,1968,1665,3
1207,9973,1675,1
1208,3642,3449,2
1209,6392,6296,1
1210,5709,5108,2
1211,3921,1682,4
1212,7665,6354,1
1213,5601,8614,1
1214,6459,5395,3
1215,69,9367,2
1216,9171,6053,5
1217,4603,2665,4
1218,5212,6317,3
1219,7424,536,4
1220,4841,1482,3
1221,2139,1094,3
1222,1563,5019,3
1223,7531,643,2
1224,9523,3889,1
1225,5208,1811,4
1226,5423,8076,1
1227,3745,1336,4
1228,4821,9149,4
1229,4734,1897,4
1230,265,6842,2
1231,8077,7343,2
1232,4698,332,3
1233,1246,3276,5
1234,9214,9646,2
1235,3390,1164,4
1236,4962,2938,2
1237,7840,1858,4
1238,8101,2148,2
1239,6168,7915,2
1240,8981,2893,2
1241,1128,3879,1
1242,3036,8031,5
1243,5878,5924,3
1244,8647,9235,2
1245,7098,4636,4
1246,3558,332,2
1247,9428,1408,5
1248,1389,1830,3
1249,7623,937,4
1250,2618,216,4
1251,7452,1845,5
1252,8196,5477,2
1253,7766,4391,1
1254,4710,1533,1
1255,4383,6806,1
1256,9528,1758,1
1257,7327,673,2
1258,8521,2047,5
1259,8138,2172,3
1260,5899,2322,2
1261,5196,4985,3
1262,7111,1937,3
1263,7494,8872,5
1264,863,3471,5
1265,9268,734,2
1266,4083,7541,1
1267,7029,922,1
1268,819,945,2
1269,8255,8538,1
1270,876,1763,2
1271,3173,3940,4
1272,4573,5105,5
1273,5609,1914,4
1274,809,5893,2
1275,3243,8234,2
1276,4539,4437,1
1277,8740,4842,3
1278,5500,8131,3
1279,2261,1903,3
1280,4900,7512,5
1281,5944,6347,1
1282,2876,1221,2
1283,8619,8919,3
1284,3652,651,2
1285,8763,209,4
1286,5898,4920,5
1287,8919,6402,2
1288,9656,4473,4
1289,5088,1214,5
1290,2406,2008,2
1291,4962,9163,2
1292,5486,1731,3
1293,7916,8294,5
1294,1721,6354,4
1295,7342,3739,2
1296,7139,7647,5
1297,2409,1447,2
1298,2086,688,4
1299,4962,1067,5
1300,573,6435,3
1301,5935,7195,3
1302,834,5096,3
1303,9644,2295,1
1304,6063,3550,1
1305,869,5933,2
1306,4498,2340,3
1307,7288,3168,4
1308,2220,9179,1
1309,2306,442,2
1310,5714,2201,2
1311,9114,6749,5
1312,3404,7206,2
1313,3694,7053,1
1314,2062,5935,4
1315,6119,133,2
1316,5304,9423,5
1317,1440,7243,3
1318,9666,6474,1
1319,4431,2058,5
1320,3250,1860,4
1321,7948,6765,1
1322,8258,4627,3
1323,8957,4506,2
1324,207,9661,2
1325,9400,2285,3
1326,3890,6786,4
1327,3567,2026,3
1328,4804,1474,2
1329,9815,375,5
1330,7306,6273,2
1331,9929,9890,2
1332,5631,6481,2
1333,4241,3450,4
1334,1299,1426,2
1335,528,8886,5
1336,8521,1854,4
1337,9189,7367,3
1338,7340,8971,4
1339,3529,2722,5
1340,2660,8475,4
1341,657,1069,2
1342,8839,2137,2
1343,4185,4674,4
1344,5434,3010,5
1345,4080,1909,1
1346,3859,4957,5
1347,9371,7942,3
1348,5752,1384,1
1349,5453,8232,4
1350,9516,8225,2
1351,2844,3343,5
1352,2739,3446,5
1353,6940,4655,4
1354,4709,3796,5
1355,1834,4264,1
1356,7062,4360,2
1357,9443,60,5
1358,2485,442,2
1359,9347,2351,3
1360,7932,4741,1
1361,5459,4914,4
1362,6390,2242,5
1363,7276,2194,3
1364,6665,5481,1
1365,8863,397,3
1366,4017,505,3
1367,6193,1017,4
1368,6096,2098,2
1369,9604,1520,4
1370,4328,1,2
1371,3432,247,2
1372,5255,1172,3
1373,4239,2359,4
1374,7995,516,2
1375,2357,6856,5
1376,545,1240,2
1377,9016,6499,5
1378,7518,8162,4
1379,1131,213,1
1380,7929,7449,1
1381,8886,2812,1
1382,319,114,5
1383,1126,8046,5
1384,7597,8998,1
1385,9019,698,5
1386,2278,712,3
