cart_id,user_id,created_at
87,87,2024-03-31 22:41:49.794375
88,88,2023-11-17 19:18:10.446119
89,89,2024-08-31 11:01:11.773492
90,90,2024-01-07 19:13:17.979014
91,91,2024-05-07 23:46:24.427244
92,92,2024-09-17 16:41:20.464635
93,93,2023-12-22 07:18:40.974462
94,94,2024-08-09 05:32:03.426282
95,95,2023-11-02 01:46:06.523430
96,96,2023-12-11 11:39:03.826058
97,97,2024-05-20 05:21:57.282347
98,98,2024-06-08 02:21:10.494224
99,99,2024-02-09 06:06:24.535747
100,100,2023-11-24 05:49:40.179109
101,101,2024-04-05 04:36:38.317877
102,102,2024-07-03 18:27:58.672605
103,103,2023-12-16 08:45:03.810190
104,104,2024-08-24 20:28:31.543053
105,105,2024-01-26 07:43:38.765710
106,106,2024-07-17 05:17:11.538768
107,107,2024-08-02 00:38:17.308142
108,108,2024-08-15 11:11:46.457099
109,109,2024-03-23 12:14:17.090317
110,110,2024-01-29 07:12:56.908071
111,111,2024-02-22 02:30:41.711292
112,112,2024-07-29 13:16:28.256110
113,113,2024-02-02 22:40:10.070945
114,114,2024-03-14 18:16:15.900155
115,115,2024-06-10 13:53:52.067484
116,116,2024-09-25 15:57:55.138319
117,117,2024-01-04 22:49:57.796268
118,118,2024-06-17 18:46:24.006889
119,119,2024-02-21 13:39:44.960099
120,120,2024-04-08 20:12:58.286870
121,121,2024-01-25 14:29:04.711164
122,122,2023-12-12 20:36:20.224082
123,123,2024-03-14 03:25:49.771259
124,124,2023-10-13 01:00:01.107304
125,125,2024-01-03 19:03:33.544919
126,126,2024-07-28 14:01:54.105072
127,127,2024-06-22 19:23:41.722342
128,128,2024-08-11 18:51:57.486223
129,129,2024-01-25 07:13:59.581038
130,130,2023-10-15 09:09:48.841531
131,131,2024-01-17 04:46:26.112861
132,132,2024-06-02 12:37:45.638834
133,133,2024-02-17 01:49:32.215209
134,134,2024-06-26 08:07:55.785857
135,135,2023-12-07 17:02:21.994332
136,136,2024-03-16 16:48:33.053686
137,137,2024-07-03 21:46:44.010519
138,138,2024-03-04 03:34:48.282141
139,139,2024-07-16 15:55:44.261924
140,140,2024-03-09 08:33:26.136629
141,141,2024-02-24 12:32:51.154555
142,142,2024-06-30 23:17:07.520638
143,143,2024-02-05 19:10:59.904731
144,144,2024-01-14 22:40:55.443089
145,145,2024-05-21 13:13:11.235275
146,146,2024-05-04 08:44:28.422544
147,147,2024-03-30 04:50:49.324079
148,148,2023-11-01 15:15:43.193215
149,149,2023-12-14 16:29:54.039242
150,150,2024-08-24 02:09:21.635257
151,151,2024-05-19 08:12:19.340944
152,152,2024-08-20 00:50:53.574063
153,153,2024-01-23 05:05:36.522411
154,154,2024-09-06 17:35:56.793604
155,155,2024-02-20 22:36:23.467155
156,156,2024-06-23 18:38:30.512530
157,157,2024-06-20 04:07:22.231376
158,158,2024-08-28 10:41:01.589560
159,159,2024-09-20 17:00:35.823478
160,160,2024-01-21 05:13:04.132182
161,161,2024-03-08 06:48:10.112569
162,162,2023-11-07 22:31:53.349836
163,163,2024-09-08 11:45:51.797609
164,164,2024-01-01 07:49:46.486797
165,165,2024-01-20 21:23:10.477349
166,166,2024-09-28 01:20:41.851097
167,167,2024-07-08 01:09:54.768866
168,168,2024-09-28 09:23:55.681627
169,169,2023-12-17 22:24:37.330874
170,170,2023-10-10 03:38:20.344643
171,171,2024-02-12 00:32:50.393163
172,172,2024-08-16 23:52:05.470472
173,173,2024-09-17 10:55:03.308141
174,174,2024-09-28 12:11:17.592241
175,175,2024-10-05 00:06:11.566344
176,176,2024-03-09 23:32:13.534637
177,177,2024-04-08 09:52:09.595884
178,178,2024-03-08 15:29:40.853358
179,179,2024-09-19 18:36:47.144780
180,180,2024-04-21 04:44:53.670050
181,181,2024-03-23 14:28:24.863048
182,182,2023-12-11 13:25:33.125205
183,183,2024-08-16 14:01:51.145250
184,184,2024-05-22 19:27:46.502891
185,185,2024-05-13 20:35:52.633707
186,186,2024-01-21 04:42:35.831764
187,187,2023-11-30 12:15:25.886334
188,188,2024-05-02 05:18:19.794237
189,189,2024-08-21 17:00:27.966757
190,190,2024-06-23 14:59:45.144941
191,191,2024-10-01 10:09:53.373566
192,192,2024-09-15 23:09:41.667136
193,193,2024-03-20 11:13:10.779056
194,194,2024-05-29 12:24:50.496355
195,195,2024-09-11 10:07:48.152816
196,196,2023-11-23 02:54:13.158365
197,197,2024-09-27 09:16:45.464768
198,198,2024-06-28 15:14:07.954849
199,199,2024-04-15 16:40:53.274146
200,200,2024-03-10 19:53:19.015466
201,201,2024-03-18 20:38:06.719425
202,202,2024-10-07 16:56:54.415134
203,203,2024-01-16 11:10:43.918589
204,204,2024-01-15 02:40:47.396231
205,205,2024-08-26 21:03:00.811933
206,206,2024-07-25 05:42:57.073406
207,207,2024-08-02 06:01:14.661608
208,208,2024-08-14 14:21:06.671686
209,209,2024-04-10 13:02:11.031424
210,210,2024-09-02 01:37:29.428359
211,211,2024-04-09 05:28:43.007153
212,212,2024-09-08 01:06:25.006550
213,213,2024-03-08 20:12:49.027961
214,214,2024-06-03 08:13:25.733233
215,215,2023-12-11 08:42:58.449113
216,216,2023-12-26 08:56:34.183640
217,217,2024-09-14 00:05:57.440616
218,218,2023-10-31 14:09:54.125533
219,219,2023-12-27 23:56:14.376173
220,220,2024-01-13 13:16:16.549993
221,221,2024-07-12 02:47:41.850461
222,222,2023-12-05 13:19:10.305443
223,223,2024-07-25 03:59:26.922935
224,224,2024-05-18 09:09:14.738750
225,225,2023-12-25 10:15:55.075359
226,226,2024-01-09 00:40:13.025564
227,227,2024-01-29 22:48:37.571222
228,228,2024-06-16 12:56:13.554826
229,229,2024-07-17 11:06:54.677105
230,230,2024-07-22 10:28:10.624169
231,231,2023-11-10 13:27:27.520414
232,232,2023-10-10 12:16:16.174514
233,233,2024-03-25 10:21:57.465797
234,234,2024-01-23 06:47:16.660339
235,235,2024-07-04 03:13:09.810926
236,236,2024-03-07 17:34:06.980858
237,237,2024-01-12 20:02:28.666845
238,238,2024-07-08 09:57:59.174030
239,239,2024-08-26 04:00:20.231600
240,240,2024-09-29 07:36:31.776462
241,241,2024-09-08 03:19:45.012547
242,242,2024-02-25 09:15:24.207811
243,243,2024-01-08 23:34:15.109701
244,244,2024-05-22 20:23:41.380080
245,245,2024-01-25 23:47:41.181424
246,246,2024-01-08 12:30:56.068131
247,247,2023-12-02 10:44:28.014713
248,248,2024-04-06 02:21:07.995059
249,249,2023-11-16 22:08:29.821526
250,250,2024-03-07 19:09:04.260142
251,251,2023-11-19 15:06:38.139554
252,252,2024-06-15 08:50:59.880388
253,253,2023-10-16 10:33:48.099101
254,254,2024-03-01 07:53:46.230654
255,255,2023-10-29 09:22:19.173112
256,256,2024-10-01 12:53:26.398293
257,257,2024-03-05 12:29:55.164446
258,258,2024-07-29 04:21:30.330169
259,259,2024-05-14 23:06:45.970638
260,260,2024-06-30 10:34:32.433820
261,261,2024-04-19 03:10:48.096297
262,262,2024-03-15 22:50:41.205961
263,263,2024-08-08 19:17:56.728977
264,264,2024-04-18 04:57:20.681322
265,265,2024-05-23 06:51:14.516343
266,266,2024-03-19 04:49:30.405910
267,267,2024-04-12 13:53:10.718788
268,268,2024-07-19 19:46:52.707330
269,269,2024-03-07 06:08:33.900140
270,270,2023-10-30 07:34:41.302030
271,271,2024-06-13 05:52:54.555388
272,272,2024-07-09 16:53:37.460935
273,273,2024-04-02 17:56:48.850090
274,274,2023-11-06 00:38:52.997813
275,275,2023-12-28 23:35:01.118020
276,276,2023-11-19 00:08:44.972815
277,277,2024-02-02 13:41:10.927589
278,278,2024-04-12 00:38:44.043021
279,279,2024-08-31 21:08:32.590848
280,280,2024-08-16 16:45:21.362196
281,281,2024-02-07 22:25:46.423568
282,282,2024-04-24 20:40:18.533987
283,283,2024-02-14 21:57:56.066405
284,284,2023-10-29 04:40:01.793249
285,285,2024-01-22 09:11:22.593899
286,286,2024-06-03 21:55:21.867732
287,287,2023-11-09 00:36:41.070781
288,288,2024-08-30 17:40:40.376166
289,289,2024-01-12 01:53:21.805522
290,290,2024-10-04 08:53:03.257385
291,291,2023-10-28 05:44:20.161348
292,292,2023-10-12 03:39:25.398899
293,293,2024-05-09 01:20:41.449744
294,294,2024-08-25 05:34:35.048890
295,295,2024-06-18 15:02:34.915732
296,296,2024-02-28 14:38:45.658689
297,297,2024-07-30 03:50:58.334197
298,298,2023-10-10 02:57:01.853378
299,299,2023-12-21 06:52:30.702599
300,300,2024-05-10 23:37:10.029288
301,301,2024-06-27 03:43:08.382147
302,302,2024-03-20 21:47:24.785591
303,303,2024-06-22 12:00:44.277078
304,304,2024-07-26 15:44:32.917239
305,305,2024-06-08 09:56:51.657355
306,306,2024-09-05 03:53:36.179994
307,307,2024-03-24 15:13:38.604337
308,308,2023-12-07 17:25:21.168063
309,309,2024-04-29 20:44:55.089305
310,310,2023-12-12 03:53:54.688520
311,311,2024-04-12 20:56:57.120757
312,312,2024-08-29 00:19:41.376065
313,313,2023-10-08 23:18:25.022807
314,314,2024-04-06 16:03:54.782575
315,315,2024-06-06 03:11:12.940070
316,316,2024-04-08 02:41:55.293842
317,317,2024-07-29 14:01:25.006799
318,318,2024-04-17 17:46:01.687629
319,319,2023-11-22 11:25:43.923246
320,320,2024-03-20 23:17:05.617601
321,321,2024-02-07 02:31:47.001975
322,322,2024-09-18 07:57:00.658303
323,323,2024-07-04 07:11:14.075530
324,324,2024-05-05 01:23:41.878665
325,325,2024-08-16 17:21:40.047184
326,326,2023-12-20 20:54:49.101982
327,327,2024-01-25 09:12:47.594808
328,328,2024-05-09 12:53:42.417488
329,329,2024-04-23 16:20:18.555108
330,330,2023-10-31 04:45:08.529086
331,331,2024-07-10 22:40:30.323133
332,332,2023-12-14 07:56:10.263038
333,333,2023-12-28 09:36:41.226183
334,334,2023-11-20 19:15:49.115575
335,335,2023-10-31 17:43:29.845509
336,336,2023-11-06 07:55:48.530427
337,337,2024-06-16 11:46:03.301334
338,338,2024-01-15 04:39:37.338828
339,339,2023-12-12 00:09:35.006009
340,340,2024-08-09 18:51:06.337886
341,341,2024-09-24 19:52:58.052896
342,342,2024-04-05 13:44:03.179562
343,343,2024-05-26 19:15:39.855833
344,344,2024-03-23 22:18:26.189904
345,345,2024-06-19 19:13:09.007782
346,346,2023-11-18 04:08:19.090909
347,347,2024-10-01 22:01:49.515793
348,348,2023-10-10 06:54:03.284198
349,349,2024-09-25 17:06:10.433574
350,350,2024-04-10 18:00:36.460135
351,351,2024-06-23 14:49:16.747042
352,352,2024-08-23 22:02:42.633644
353,353,2024-04-27 17:35:37.331609
354,354,2024-04-28 08:43:30.696096
355,355,2024-05-26 18:01:55.759967
356,356,2024-03-21 20:34:46.580998
357,357,2024-01-09 00:57:11.205888
358,358,2024-09-25 23:27:14.868449
359,359,2024-01-06 07:09:58.210707
360,360,2024-02-15 05:54:28.264702
361,361,2024-08-22 22:39:01.320805
362,362,2024-08-20 12:10:38.484236
363,363,2023-12-20 07:25:25.025135
364,364,2023-11-13 07:54:14.357425
365,365,2024-05-29 13:14:15.657333
366,366,2024-01-04 02:07:52.040928
367,367,2024-02-19 19:51:48.244260
368,368,2024-09-10 05:28:01.048269
369,369,2024-06-15 05:41:09.211959
370,370,2024-05-12 04:54:35.199144
371,371,2024-03-13 17:40:03.094394
372,372,2024-06-13 02:17:35.979151
373,373,2024-08-07 18:21:07.420532
374,374,2023-10-30 10:59:11.529145
375,375,2023-10-15 22:17:16.463989
376,376,2024-07-23 22:53:35.208632
377,377,2024-09-29 05:15:30.520344
378,378,2023-12-05 06:10:43.997259
379,379,2024-05-13 18:46:13.797094
380,380,2024-03-25 11:09:40.741684
381,381,2024-01-26 06:45:34.604095
382,382,2024-04-23 17:01:00.692569
383,383,2023-12-27 03:15:11.064669
384,384,2023-11-17 07:33:29.120810
385,385,2024-04-19 20:16:23.717422
386,386,2023-11-09 17:30:59.853749
387,387,2024-02-10 06:33:03.085327
388,388,2024-03-17 08:26:38.826189
389,389,2024-07-01 22:29:54.120558
390,390,2023-10-12 03:05:20.408941
391,391,2024-02-07 08:19:07.076692
392,392,2024-02-03 23:17:33.929908
393,393,2024-05-13 14:30:51.959659
394,394,2023-10-20 10:03:35.933206
395,395,2024-09-04 08:41:30.423008
396,396,2024-06-19 23:13:33.876860
397,397,2024-09-06 14:28:07.031962
398,398,2024-09-15 00:00:35.055884
399,399,2024-06-04 09:33:17.504593
400,400,2024-09-23 22:11:05.381332
401,401,2024-09-25 21:41:09.213067
402,402,2024-09-13 08:21:01.785551
403,403,2023-11-08 14:33:06.410200
404,404,2023-12-14 17:57:21.853898
405,405,2024-03-21 07:59:21.905032
406,406,2024-03-06 17:43:24.129054
407,407,2024-01-26 04:07:07.311930
408,408,2024-03-13 04:42:33.668234
409,409,2024-06-19 03:25:47.048802
410,410,2024-08-11 12:03:47.797629
411,411,2024-04-04 03:59:33.207173
412,412,2024-07-23 14:33:49.236884
413,413,2024-08-23 14:56:44.126956
414,414,2024-02-13 20:59:48.053854
415,415,2024-07-25 04:58:35.030949
416,416,2024-03-30 10:55:11.125232
417,417,2024-07-07 03:17:16.651272
418,418,2024-06-03 07:23:16.362302
419,419,2023-12-31 18:17:10.084293
420,420,2024-08-04 05:34:00.847854
421,421,2023-12-12 12:14:22.196402
422,422,2024-01-14 17:56:57.569139
423,423,2023-11-26 03:39:21.220225
424,424,2024-08-27 05:55:51.252948
425,425,2024-09-16 18:19:40.279370
426,426,2024-03-04 21:20:51.325693
427,427,2024-02-17 10:35:45.297583
428,428,2024-06-21 07:14:33.952240
429,429,2023-12-14 03:21:24.036401
430,430,2024-04-30 07:44:14.081264
431,431,2024-08-01 08:15:40.227331
432,432,2024-05-07 04:44:19.809281
433,433,2024-02-26 07:44:40.702171
434,434,2023-12-28 09:41:16.252223
435,435,2023-10-17 07:55:48.889481
436,436,2024-06-27 21:29:10.511436
437,437,2024-07-18 17:02:28.036274
438,438,2024-01-08 03:34:50.662062
439,439,2023-11-23 11:17:36.356283
440,440,2024-03-02 02:08:17.533578
441,441,2024-03-19 11:17:02.004379
442,442,2024-06-24 19:55:59.212080
443,443,2024-06-26 17:12:36.012617
444,444,2023-12-02 14:17:43.747118
445,445,2024-08-06 11:31:51.989102
446,446,2023-10-09 20:56:21.386183
447,447,2024-02-11 15:31:04.449234
448,448,2023-11-04 16:20:57.189454
449,449,2024-05-02 04:27:47.331091
450,450,2024-03-10 21:14:06.254844
451,451,2024-05-11 07:29:23.168511
452,452,2024-04-28 00:37:22.008838
453,453,2024-01-12 10:18:29.125961
454,454,2024-01-06 01:27:16.916792
455,455,2024-05-17 21:25:21.022280
456,456,2024-03-21 09:22:40.601577
457,457,2024-08-03 11:50:58.895249
458,458,2024-05-24 22:38:47.406397
459,459,2024-02-18 05:41:47.538036
460,460,2024-01-18 01:56:38.743283
461,461,2024-03-13 11:14:13.299706
462,462,2024-05-25 04:11:21.735323
463,463,2024-06-04 21:58:27.256668
464,464,2024-06-09 23:15:51.797791
465,465,2024-03-03 02:11:11.835275
466,466,2024-04-16 12:47:56.903299
467,467,2024-03-29 02:36:09.979760
468,468,2024-07-10 06:16:23.572167
469,469,2024-02-13 22:18:09.958567
470,470,2024-06-04 20:30:59.272672
471,471,2024-07-07 01:23:34.328412
472,472,2024-04-21 20:49:56.123623
473,473,2023-12-30 16:19:36.954272
474,474,2024-09-01 18:13:47.995690
475,475,2024-05-18 20:41:38.917395
476,476,2024-07-29 15:41:35.149629
477,477,2024-08-29 03:17:59.676732
478,478,2024-07-30 19:46:17.431251
479,479,2024-08-21 09:19:41.716815
480,480,2024-03-03 16:39:42.071978
481,481,2024-08-30 06:34:57.550980
482,482,2024-01-30 08:42:03.370947
483,483,2023-12-29 02:45:27.352274
484,484,2023-11-08 13:23:42.144999
485,485,2024-07-03 14:09:45.754828
486,486,2023-11-17 06:38:24.864902
487,487,2024-01-17 05:26:20.479571
488,488,2024-01-11 20:39:59.577261
489,489,2024-01-19 13:05:40.540982
490,490,2024-07-30 11:21:00.101828
491,491,2024-05-25 13:52:32.416650
492,492,2024-07-29 17:15:30.020375
493,493,2024-10-03 02:29:37.301731
494,494,2024-09-04 21:01:13.641841
495,495,2024-04-10 04:19:49.986053
496,496,2024-05-03 06:31:51.922982
497,497,2024-01-15 02:08:24.145710
498,498,2024-05-20 21:02:11.904150
499,499,2024-06-22 21:10:24.070289
500,500,2024-06-11 00:46:22.005175
501,501,2024-09-24 05:16:14.858866
502,502,2024-08-26 05:31:05.229250
503,503,2024-02-11 19:39:41.624779
504,504,2024-07-14 22:02:02.284386
505,505,2024-08-02 12:34:45.317136
506,506,2023-10-11 08:27:45.679889
507,507,2024-04-17 08:08:16.357698
508,508,2024-03-29 23:00:46.694042
509,509,2024-08-19 18:56:01.613186
510,510,2024-08-26 11:12:09.899056
511,511,2024-05-29 02:39:27.270064
512,512,2024-04-03 07:56:17.950486
513,513,2024-04-18 22:31:26.007650
514,514,2024-06-09 22:56:44.221648
515,515,2024-08-04 20:57:44.555541
516,516,2024-07-14 08:59:22.857042
517,517,2023-10-25 08:28:16.123210
518,518,2024-07-16 18:41:58.085237
519,519,2024-06-13 02:10:56.653503
520,520,2024-01-08 04:15:39.532926
521,521,2023-10-08 21:27:34.070005
522,522,2023-11-23 19:14:16.571686
523,523,2023-12-09 17:27:36.181024
524,524,2024-10-06 02:01:17.608295
525,525,2023-12-18 09:53:47.127052
526,526,2024-08-06 17:37:24.009828
527,527,2024-03-24 09:03:14.531016
528,528,2024-04-16 20:21:13.057944
529,529,2024-05-06 21:53:26.612405
530,530,2024-08-06 18:57:05.934292
531,531,2023-11-28 00:47:17.431506
532,532,2024-06-16 19:20:15.774109
533,533,2023-11-10 23:14:37.961842
534,534,2024-02-03 01:52:09.375798
535,535,2024-09-04 07:40:30.903729
536,536,2023-12-13 18:33:40.728640
537,537,2024-07-12 05:35:26.660631
538,538,2023-10-19 10:32:56.377794
539,539,2024-08-07 01:30:46.294015
540,540,2024-06-24 15:03:24.206290
541,541,2023-10-14 02:21:53.183124
542,542,2024-08-08 10:45:02.401917
543,543,2024-09-08 00:13:12.110978
544,544,2024-09-21 01:06:51.749248
545,545,2024-06-24 13:52:15.552302
546,546,2024-09-23 23:31:01.795143
547,547,2024-07-04 08:30:37.119897
548,548,2023-12-21 10:52:33.659753
549,549,2024-10-05 20:09:50.069205
550,550,2024-06-15 13:53:08.734502
551,551,2024-02-19 03:47:34.647593
552,552,2024-07-05 05:07:15.871983
553,553,2024-02-27 21:11:40.754883
554,554,2023-11-22 15:52:35.186925
555,555,2024-07-28 14:32:37.117558
556,556,2024-08-22 09:42:17.838558
557,557,2024-10-07 08:19:17.720178
558,558,2024-07-24 09:54:40.491075
559,559,2024-05-06 09:19:09.256054
560,560,2023-11-27 08:43:18.767051
561,561,2024-07-31 03:22:18.163481
562,562,2024-06-30 17:00:15.296696
563,563,2024-06-11 06:30:25.312546
564,564,2024-06-22 14:47:20.452021
565,565,2024-10-06 07:34:28.465384
566,566,2023-11-05 05:23:15.860591
567,567,2024-03-20 12:05:08.854804
568,568,2024-01-25 07:32:20.572127
569,569,2024-05-11 20:53:49.755676
570,570,2023-12-22 01:29:25.349598
571,571,2023-11-26 01:17:30.377659
572,572,2024-01-10 21:47:33.085088
573,573,2024-04-15 03:14:27.747913
574,574,2023-12-16 07:06:07.979679
575,575,2024-06-07 19:24:20.828314
576,576,2024-04-08 17:12:52.800712
577,577,2024-01-23 10:32:26.908351
578,578,2024-04-12 05:46:33.945806
579,579,2023-10-23 11:28:27.524647
580,580,2024-03-18 18:46:35.017870
581,581,2024-05-26 03:23:02.143950
582,582,2024-05-07 19:11:34.105707
583,583,2024-06-15 17:58:53.388749
584,584,2024-02-12 18:56:10.404531
585,585,2024-08-06 11:40:19.503352
586,586,2023-12-25 16:10:48.498771
587,587,2024-06-01 13:41:58.026973
588,588,2023-12-23 16:05:22.688840
589,589,2024-09-21 04:32:44.305211
590,590,2024-04-30 08:05:29.225553
591,591,2024-04-23 04:24:36.068366
592,592,2024-03-06 01:47:16.848385
593,593,2024-02-10 05:17:56.950822
594,594,2024-08-09 14:44:56.948892
595,595,2024-02-26 16:54:58.115252
596,596,2024-01-26 23:05:14.032727
597,597,2024-03-28 22:07:13.841517
598,598,2024-02-01 04:49:39.852948
599,599,2023-12-26 23:15:39.951911
600,600,2023-10-15 16:49:54.855291
601,601,2024-07-08 13:18:52.549967
602,602,2024-07-28 01:12:43.240125
603,603,2024-03-16 03:09:27.798501
604,604,2024-03-29 16:22:17.838449
605,605,2024-09-14 07:29:11.864193
606,606,2024-06-03 10:37:25.509229
607,607,2023-12-15 06:09:27.635843
608,608,2024-02-04 19:33:12.977928
609,609,2024-03-01 21:08:04.592439
610,610,2023-12-15 05:11:41.657306
611,611,2023-11-30 18:54:19.522915
612,612,2024-07-10 22:54:16.322124
613,613,2024-04-21 14:25:51.058011
614,614,2023-11-25 02:52:20.769893
615,615,2024-01-03 10:38:28.653382
616,616,2023-11-14 13:32:23.605691
617,617,2024-05-19 21:45:07.752165
618,618,2024-04-13 23:33:58.486880
619,619,2024-05-17 04:29:52.573409
620,620,2024-08-01 20:27:15.753999
621,621,2024-06-09 12:23:11.657276
622,622,2023-11-05 18:26:13.644547
623,623,2023-11-28 14:00:19.858622
624,624,2024-06-02 13:25:25.772099
625,625,2024-03-05 15:24:57.456032
626,626,2023-10-13 09:59:48.611384
627,627,2023-12-14 02:16:53.324372
628,628,2023-10-29 23:13:50.938437
629,629,2023-10-25 00:57:17.857303
630,630,2024-04-24 20:24:09.455406
631,631,2024-09-19 22:19:22.884155
632,632,2024-08-06 13:02:29.730568
633,633,2024-05-28 01:25:59.249657
634,634,2023-10-09 18:18:55.434692
635,635,2024-04-30 18:59:30.464475
636,636,2024-09-01 23:42:10.637472
637,637,2024-08-21 01:27:22.859811
638,638,2023-10-20 06:00:32.722694
639,639,2024-02-26 00:16:15.902207
640,640,2024-09-13 12:41:44.118027
641,641,2023-12-17 10:31:00.212653
642,642,2024-09-02 07:45:04.817825
643,643,2024-05-01 13:08:48.379092
644,644,2024-06-23 22:17:34.810224
645,645,2023-11-27 02:30:11.562657
646,646,2024-05-29 17:54:51.179036
647,647,2024-06-10 13:47:52.938616
648,648,2024-03-18 06:37:48.918465
649,649,2024-03-25 13:03:35.904810
650,650,2024-04-14 05:05:12.228508
651,651,2023-10-25 01:54:08.522045
652,652,2024-05-04 21:07:23.156715
653,653,2024-10-01 23:52:44.271226
654,654,2023-11-21 21:04:28.439774
655,655,2024-02-12 15:47:11.171506
656,656,2024-08-24 03:13:15.155996
657,657,2023-12-27 07:57:02.011754
658,658,2024-07-21 20:52:25.506734
659,659,2024-03-16 20:48:01.784720
660,660,2024-07-22 21:58:29.635028
661,661,2024-04-13 12:10:59.146403
662,662,2023-10-20 02:57:45.582144
663,663,2024-07-31 04:36:34.380961
664,664,2024-02-15 13:42:45.388296
665,665,2024-02-01 13:03:32.712473
666,666,2024-04-22 12:07:41.253040
667,667,2023-11-16 04:29:11.916756
668,668,2024-02-03 04:55:07.127842
669,669,2023-11-20 12:38:30.464802
670,670,2024-08-30 05:55:27.121920
671,671,2024-08-09 01:07:35.108340
672,672,2024-04-15 15:40:06.317896
673,673,2024-04-12 08:15:48.165559
674,674,2024-09-15 07:25:25.103152
675,675,2023-12-24 13:39:57.244786
676,676,2024-06-22 07:15:26.466966
677,677,2024-09-02 14:00:55.234720
678,678,2023-10-29 08:28:06.262189
679,679,2024-06-29 13:30:50.709129
680,680,2024-07-14 20:59:57.676956
681,681,2024-06-04 19:51:56.803999
682,682,2024-07-29 03:10:33.773963
683,683,2024-09-26 05:11:21.312620
684,684,2024-07-22 02:33:33.121627
685,685,2024-09-15 11:18:59.610831
686,686,2024-06-02 01:51:37.028426
687,687,2023-10-19 15:12:59.452929
688,688,2024-09-13 06:35:08.503370
689,689,2024-06-15 10:40:04.291885
690,690,2024-02-25 00:55:11.669428
691,691,2023-10-11 06:36:50.080398
692,692,2024-09-24 22:58:51.030138
693,693,2023-12-12 21:52:41.809587
694,694,2024-10-01 11:58:39.085237
695,695,2024-03-30 12:55:30.081960
696,696,2024-08-30 02:22:02.454577
697,697,2024-04-12 00:27:12.633540
698,698,2024-01-27 04:14:41.553978
